actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
267,PT04M52.00S,2021-10-28T00:51:58.1Z,2,REGULAR,violation,defensive goaltending,[],1629676,,,1610612747,38,62,2021-10-28T00:52:06Z,2670000,,,0,,I. Roby defensive goaltending VIOLATION,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,203177.0,,,,,,,,,,,,,,,,,,,,
268,PT04M43.00S,2021-10-28T00:52:14.4Z,2,REGULAR,foul,personal,['2freethrow'],203076,,,1610612760,38,62,2021-10-28T00:52:24Z,2680000,,,0,,A. Davis shooting personal FOUL (1 PF) (Roby 2 FT),"[203076, 1629676]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,204058.0,,,,,,,,,,,,,,1.0,0.0,Roby,1629676.0,,,
270,PT04M43.00S,2021-10-28T00:52:41.9Z,2,REGULAR,freethrow,1 of 2,[],1629676,,,1610612760,39,62,2021-10-28T00:52:41Z,2700000,,,0,,I. Roby Free Throw 1 of 2 (1 PTS),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,
271,PT04M43.00S,2021-10-28T00:53:03.4Z,2,REGULAR,freethrow,2 of 2,[],1629676,,,1610612760,40,62,2021-10-28T00:53:03Z,2710000,,,0,,I. Roby Free Throw 2 of 2 (2 PTS),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,
272,PT04M34.00S,2021-10-28T00:53:13.7Z,2,REGULAR,3pt,Jump Shot,[],203145,94.95729303547962,94.36274509803921,1610612747,40,65,2021-10-28T00:53:18Z,2720000,222.0,-5.0,1,right,K. Bazemore 3PT  (9 PTS) (R. Rondo 3 AST),"[203145, 200765]",1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,22.19,Made,,,,,,,9.0,R. Rondo,200765.0,3.0,,,,,,,
274,PT04M26.00S,2021-10-28T00:53:25.0Z,2,REGULAR,foul,personal,['2freethrow'],2730,,,1610612760,40,65,2021-10-28T00:53:29Z,2740000,,,0,,D. Howard shooting personal FOUL (3 PF) (Roby 2 FT),"[2730, 1629676]",1610612747.0,LAL,shooting,,,Howard,D. Howard,,,,,204058.0,,,,,,,,,,,,,,3.0,0.0,Roby,1629676.0,,,
276,PT04M26.00S,2021-10-28T00:54:05.8Z,2,REGULAR,freethrow,1 of 2,[],1629676,,,1610612760,41,65,2021-10-28T00:54:05Z,2760000,,,0,,I. Roby Free Throw 1 of 2 (3 PTS),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,
277,PT04M26.00S,2021-10-28T00:54:06.8Z,2,REGULAR,substitution,out,[],2730,,,1610612760,41,65,2021-10-28T00:54:12Z,2770000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M26.00S,2021-10-28T00:54:06.8Z,2,REGULAR,substitution,in,[],2546,,,1610612760,41,65,2021-10-28T00:54:12Z,2780000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M26.00S,2021-10-28T00:54:36.4Z,2,REGULAR,freethrow,2 of 2,[],1629676,,,1610612760,42,65,2021-10-28T00:54:36Z,2790000,,,0,,I. Roby Free Throw 2 of 2 (4 PTS),[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,
280,PT04M14.00S,2021-10-28T00:54:49.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],200765,91.80354796320631,52.450980392156865,1610612747,42,65,2021-10-28T00:56:28Z,2800000,12.0,25.0,1,right,MISS R. Rondo driving reverse Layup,[200765],1610612747.0,LAL,driving reverse,,,Rondo,R. Rondo,,,,,,,2.74,Missed,,,,,,,,,,,,,,,,,
281,PT04M11.00S,2021-10-28T00:54:52.0Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,42,65,2021-10-28T00:54:55Z,2810000,,,0,,D. Bazley REBOUND (Off:0 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,280.0,3.0,3.0,0.0,,,,,,,,,,,,,
283,PT04M06.00S,2021-10-28T00:54:57.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,5.075558475689881,47.794117647058826,1610612760,44,65,2021-10-28T00:55:03Z,2830000,11.0,-5.0,1,left,D. Bazley running Layup (13 PTS),[1629647],1610612760.0,OKC,running,,,Bazley,D. Bazley,,,,,,,1.2,Made,,,,,,,13.0,,,,,,,,,,
284,PT03M52.00S,2021-10-28T00:55:10.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2546,92.19776609724047,51.470588235294116,1610612747,44,67,2021-10-28T00:55:14Z,2840000,7.0,21.0,1,right,C. Anthony Layup (8 PTS) (R. Rondo 4 AST),"[2546, 200765]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,2.21,Made,,,,,,,8.0,R. Rondo,200765.0,4.0,,,,,,,
286,PT03M39.00S,2021-10-28T00:55:23.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,6.258212877792378,53.18627450980392,1610612760,44,67,2021-10-28T00:57:59Z,2860000,-16.0,6.0,1,left,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,,,1.71,Missed,,,,,,,,,,,,,,,,,
287,PT03M38.00S,2021-10-28T00:55:25.5Z,2,REGULAR,rebound,offensive,[],1629652,,,1610612760,44,67,2021-10-28T00:55:25Z,2870000,,,0,,L. Dort REBOUND (Off:1 Def:0),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,286.0,1.0,0.0,1.0,,,,,,,,,,,,,
288,PT03M34.00S,2021-10-28T00:55:29.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629652,3.630091984231275,94.85294117647058,1610612760,44,67,2021-10-28T00:55:33Z,2880000,-224.0,-18.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,22.51,Missed,,,,,,,,,,,,,,,,,
289,PT03M30.00S,2021-10-28T00:55:33.0Z,2,REGULAR,rebound,defensive,[],200765,,,1610612747,44,67,2021-10-28T00:55:33Z,2890000,,,0,,R. Rondo REBOUND (Off:0 Def:1),[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,288.0,1.0,1.0,0.0,,,,,,,,,,,,,
290,PT03M28.00S,2021-10-28T00:55:37.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203076,93.51182654402102,50.49019607843137,1610612747,44,69,2021-10-28T00:55:48Z,2900000,2.0,8.0,1,right,A. Davis running Layup (14 PTS) (R. Rondo 5 AST),"[203076, 200765]",1610612747.0,LAL,running,,,Davis,A. Davis,,,,,,,0.89,Made,,,,,,,14.0,R. Rondo,200765.0,5.0,,,,,,,
291,PT03M28.00S,2021-10-28T00:55:39.7Z,2,REGULAR,foul,personal,['1freethrow'],1628983,,,1610612747,44,69,2021-10-28T00:56:10Z,2910000,,,0,,S. Gilgeous-Alexander shooting personal FOUL (2 PF) (Davis 1 FT),"[1628983, 203076]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,204058.0,,,,,,,,,,,,,,2.0,0.0,Davis,203076.0,,,
294,PT03M28.00S,2021-10-28T00:55:54.6Z,2,REGULAR,substitution,out,[],1630581,,,1610612747,44,69,2021-10-28T00:56:09Z,2930000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M28.00S,2021-10-28T00:55:54.6Z,2,REGULAR,substitution,out,[],200765,,,1610612747,44,69,2021-10-28T00:56:09Z,2940000,,,0,,SUB out: R. Rondo,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M28.00S,2021-10-28T00:55:54.6Z,2,REGULAR,substitution,in,[],1629660,,,1610612747,44,69,2021-10-28T00:56:09Z,2950000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M28.00S,2021-10-28T00:55:54.6Z,2,REGULAR,substitution,in,[],201566,,,1610612747,44,69,2021-10-28T00:56:09Z,2960000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M28.00S,2021-10-28T00:56:16.7Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],203076,,,1610612747,44,70,2021-10-28T00:56:16Z,2970000,,,0,,A. Davis Free Throw 1 of 1 (15 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,,,15.0,,,,,,,,,,
299,PT03M13.00S,2021-10-28T00:56:33.5Z,2,REGULAR,3pt,Jump Shot,[],1629647,31.882391590013142,51.225490196078425,1610612760,44,70,2021-10-28T00:56:37Z,2980000,-6.0,247.0,1,left,MISS D. Bazley 24' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,24.73,Missed,,,,,,,,,,,,,,,,,
300,PT03M11.00S,2021-10-28T00:56:35.5Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,44,70,2021-10-28T00:56:37Z,2990000,,,0,,R. Westbrook REBOUND (Off:1 Def:7),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,299.0,8.0,7.0,1.0,,,,,,,,,,,,,
301,PT03M04.00S,2021-10-28T00:56:41.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203076,93.77463863337714,47.05882352941176,1610612747,44,70,2021-10-28T00:56:44Z,3000000,-15.0,6.0,1,right,MISS A. Davis Layup,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,1.59,Missed,,,,,,,,,,,,,,,,,
302,PT03M02.00S,2021-10-28T00:56:43.0Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,44,70,2021-10-28T00:56:44Z,3010000,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:1),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,301.0,2.0,1.0,1.0,,,,,,,,,,,,,
303,PT03M00.00S,2021-10-28T00:56:48.4Z,2,REGULAR,turnover,out-of-bounds,[],1629660,,,1610612760,44,70,2021-10-28T00:56:56Z,3020000,,,0,,T. Jerome step out-of-bounds TURNOVER (1 TO),[1629660],1610612760.0,OKC,step,,,Jerome,T. Jerome,,,,,1162.0,1.0,,,,,,,,,,,,,,,,,,,
304,PT02M48.00S,2021-10-28T00:57:04.8Z,2,REGULAR,turnover,bad pass,[],201566,,,1610612747,44,70,2021-10-28T00:57:08Z,3030000,,,0,,R. Westbrook bad pass TURNOVER (3 TO),"[201566, 1629647]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,3.0,,,,,,,,,,,,,,,,,Bazley,1629647.0,
305,PT02M48.00S,2021-10-28T00:57:04.8Z,2,REGULAR,steal,,[],1629647,,,1610612760,44,70,2021-10-28T00:57:06Z,3040000,,,0,,D. Bazley STEAL (3 STL),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M39.00S,2021-10-28T00:57:14.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629676,5.075558475689881,46.32352941176471,1610612760,46,70,2021-10-28T01:00:39Z,3050000,18.0,-5.0,1,left,I. Roby reverse Layup (6 PTS) (T. Jerome 1 AST),"[1629676, 1629660]",1610612760.0,OKC,reverse,,,Roby,I. Roby,,,,,,,1.9,Made,,,,,,,6.0,T. Jerome,1629660.0,1.0,,,,,,,
308,PT02M25.00S,2021-10-28T00:57:27.9Z,2,REGULAR,3pt,Jump Shot,[],2546,74.98357424441524,86.27450980392157,1610612747,46,70,2021-10-28T00:57:32Z,3070000,181.0,183.0,1,right,MISS C. Anthony 25' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,25.75,Missed,,,,,,,,,,,,,,,,,
309,PT02M22.00S,2021-10-28T00:57:30.9Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,46,70,2021-10-28T00:57:32Z,3080000,,,0,,L. Dort REBOUND (Off:1 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,308.0,2.0,1.0,1.0,,,,,,,,,,,,,
310,PT02M14.00S,2021-10-28T00:57:38.5Z,2,REGULAR,3pt,Jump Shot,[],1628983,29.122864651773984,70.09803921568627,1610612760,49,70,2021-10-28T00:57:43Z,3090000,-100.0,221.0,1,left,S. Gilgeous-Alexander 24' 3PT step back (9 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,24.31,Made,,,,,,,9.0,,,,,,,,,,
311,PT01M57.00S,2021-10-28T00:58:04.5Z,2,REGULAR,foul,personal,['2freethrow'],1629676,,,1610612747,49,70,2021-10-28T01:00:48Z,3100000,,,0,,I. Roby shooting personal FOUL (1 PF) (Anthony 2 FT),"[1629676, 2546]",1610612760.0,OKC,shooting,,,Roby,I. Roby,,,,,204058.0,,,,,,,,,,,,,,1.0,0.0,Anthony,2546.0,,,
313,PT01M57.00S,2021-10-28T00:58:12.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,49,70,2021-10-28T00:58:12Z,3120000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT01M57.00S,2021-10-28T01:01:12.1Z,2,REGULAR,freethrow,1 of 2,[],2546,,,1610612747,49,71,2021-10-28T01:01:12Z,3130000,,,0,,C. Anthony Free Throw 1 of 2 (9 PTS),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,
315,PT01M57.00S,2021-10-28T01:01:28.0Z,2,REGULAR,freethrow,2 of 2,[],2546,,,1610612747,49,72,2021-10-28T01:01:28Z,3140000,,,0,,C. Anthony Free Throw 2 of 2 (10 PTS),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,
316,PT01M47.00S,2021-10-28T01:01:38.5Z,2,REGULAR,3pt,Jump Shot,[],1629676,27.94021024967148,21.813725490196077,1610612760,52,72,2021-10-28T01:01:44Z,3150000,141.0,210.0,1,left,I. Roby 25' 3PT  (9 PTS) (T. Jerome 2 AST),"[1629676, 1629660]",1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,25.3,Made,,,,,,,9.0,T. Jerome,1629660.0,2.0,,,,,,,
318,PT01M31.00S,2021-10-28T01:01:55.4Z,2,REGULAR,turnover,out-of-bounds,[],201566,,,1610612747,52,72,2021-10-28T01:02:04Z,3170000,,,0,,R. Westbrook bad pass out-of-bounds TURNOVER (4 TO),[201566],1610612747.0,LAL,bad pass,,,Westbrook,R. Westbrook,,,,,203177.0,4.0,,,,,,,,,,,,,,,,,,,
319,PT01M16.00S,2021-10-28T01:02:14.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629652,6.915243101182654,49.26470588235294,1610612760,54,72,2021-10-28T01:02:21Z,3180000,4.0,13.0,1,left,L. Dort driving Layup (2 PTS),[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,,,1.3,Made,,,,,,,2.0,,,,,,,,,,
320,PT01M01.00S,2021-10-28T01:02:31.2Z,2,REGULAR,turnover,traveling,[],203076,,,1610612747,54,72,2021-10-28T01:02:36Z,3190000,,,0,,A. Davis traveling TURNOVER (1 TO),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,204058.0,1.0,,,,,,,,,,,,,,,,,,,
321,PT00M54.30S,2021-10-28T01:02:49.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,6.389618922470433,52.20588235294118,1610612760,54,72,2021-10-28T01:02:54Z,3200000,-11.0,8.0,1,left,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,1.34,Missed,,,,,,,,,,,,,,,,,
322,PT00M52.70S,2021-10-28T01:02:51.3Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,54,72,2021-10-28T01:02:54Z,3210000,,,0,,R. Westbrook REBOUND (Off:1 Def:8),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,321.0,9.0,8.0,1.0,,,,,,,,,,,,,
323,PT00M47.00S,2021-10-28T01:02:57.0Z,2,REGULAR,3pt,Jump Shot,[],1628370,93.51182654402102,96.07843137254902,1610612747,54,72,2021-10-28T01:03:04Z,3220000,230.0,8.0,1,right,MISS M. Monk 3PT,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,23.06,Missed,,,,,,,,,,,,,,,,,
324,PT00M43.60S,2021-10-28T01:03:00.4Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,54,72,2021-10-28T01:03:04Z,3230000,,,0,,D. Bazley REBOUND (Off:0 Def:4),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,323.0,4.0,4.0,0.0,,,,,,,,,,,,,
325,PT00M27.40S,2021-10-28T01:03:17.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,6.1268068331143235,48.77450980392157,1610612760,56,72,2021-10-28T01:03:22Z,3240000,6.0,5.0,1,left,L. Dort driving Layup (4 PTS),[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,,,0.8,Made,,,,,,,4.0,,,,,,,,,,
326,PT00M07.10S,2021-10-28T01:03:39.1Z,2,REGULAR,3pt,Jump Shot,[],2546,77.21747700394218,11.27450980392157,1610612747,56,72,2021-10-28T01:03:43Z,3250000,-194.0,162.0,1,right,MISS C. Anthony 25' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,25.22,Missed,,,,,,,,,,,,,,,,,
327,PT00M04.40S,2021-10-28T01:03:41.7Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,56,72,2021-10-28T01:03:41Z,3260000,,,0,,L. Dort REBOUND (Off:1 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,326.0,3.0,2.0,1.0,,,,,,,,,,,,,
328,PT00M00.10S,2021-10-28T01:03:48.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,4.812746386333772,49.50980392156863,1610612760,56,72,2021-10-28T01:04:02Z,3270000,2.0,-7.0,1,left,MISS L. Dort running reverse Layup,[1629652],1610612760.0,OKC,running reverse,,,Dort,L. Dort,,,,,,,0.77,Missed,,,,,,,,,,,,,,,,,
329,PT00M00.10S,2021-10-28T01:03:48.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,56,72,2021-10-28T01:06:20Z,3280000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,328.0,,,,,,,,,,,,,,,,
330,PT00M00.00S,2021-10-28T01:04:19.0Z,2,REGULAR,period,end,[],0,,,1610612760,56,72,2021-10-28T01:04:19Z,3290000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2021-10-28T01:18:25.4Z,3,REGULAR,substitution,out,['startperiod'],1629676,,,1610612760,56,72,2021-10-28T01:18:57Z,3300000,,,0,,SUB out: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2021-10-28T01:18:25.4Z,3,REGULAR,substitution,out,['startperiod'],1629660,,,1610612760,56,72,2021-10-28T01:18:57Z,3310000,,,0,,SUB out: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2021-10-28T01:18:25.4Z,3,REGULAR,substitution,out,['startperiod'],2546,,,1610612760,56,72,2021-10-28T01:18:57Z,3320000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2021-10-28T01:18:25.4Z,3,REGULAR,substitution,in,['startperiod'],1630581,,,1610612760,56,72,2021-10-28T01:18:57Z,3330000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2021-10-28T01:18:25.4Z,3,REGULAR,substitution,in,['startperiod'],202324,,,1610612760,56,72,2021-10-28T01:18:57Z,3340000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2021-10-28T01:18:25.4Z,3,REGULAR,substitution,in,['startperiod'],201599,,,1610612760,56,72,2021-10-28T01:18:57Z,3350000,,,0,,SUB in: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2021-10-28T01:19:24.9Z,3,REGULAR,period,start,[],0,,,1610612747,56,72,2021-10-28T01:19:24Z,3360000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT11M40.00S,2021-10-28T01:19:44.8Z,3,REGULAR,2pt,Jump Shot,[],201566,20.71287779237845,79.16666666666666,1610612747,56,74,2021-10-28T01:19:50Z,3370000,-146.0,142.0,1,left,R. Westbrook 20' pullup bank Jump Shot (9 PTS),[201566],1610612747.0,LAL,pullup bank,,,Westbrook,R. Westbrook,,,,,,,20.37,Made,,,,,,,9.0,,,,,,,,,,
339,PT11M20.00S,2021-10-28T01:20:03.9Z,3,REGULAR,3pt,Jump Shot,[],1629647,91.80354796320631,4.166666666666666,1610612760,59,74,2021-10-28T01:20:08Z,3380000,-229.0,25.0,1,right,D. Bazley 3PT step back (16 PTS),[1629647],1610612760.0,OKC,step back,,,Bazley,D. Bazley,,,,,,,23.05,Made,,,,,,,16.0,,,,,,,,,,
340,PT11M06.00S,2021-10-28T01:20:17.9Z,3,REGULAR,3pt,Jump Shot,[],201566,32.276609724047304,60.5392156862745,1610612747,59,74,2021-10-28T01:20:23Z,3390000,-53.0,251.0,1,left,MISS R. Westbrook 25' pullup 3PT,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,,,25.64,Missed,,,,,,,,,,,,,,,,,
341,PT11M02.00S,2021-10-28T01:20:21.9Z,3,REGULAR,rebound,defensive,[],202324,,,1610612760,59,74,2021-10-28T01:20:23Z,3400000,,,0,,D. Favors REBOUND (Off:1 Def:3),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,340.0,4.0,3.0,1.0,,,,,,,,,,,,,
342,PT10M55.00S,2021-10-28T01:20:30.3Z,3,REGULAR,foul,personal,['2freethrow'],201599,,,1610612760,59,74,2021-10-28T01:20:38Z,3410000,,,0,,D. Jordan shooting personal FOUL (1 PF) (Dort 2 FT),"[201599, 1629652]",1610612747.0,LAL,shooting,,,Jordan,D. Jordan,,,,,204058.0,,,,,,,,,,,,,,1.0,0.0,Dort,1629652.0,,,
344,PT10M55.00S,2021-10-28T01:20:55.9Z,3,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,60,74,2021-10-28T01:20:55Z,3430000,,,0,,L. Dort Free Throw 1 of 2 (5 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,
345,PT10M55.00S,2021-10-28T01:21:13.3Z,3,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,61,74,2021-10-28T01:21:13Z,3440000,,,0,,L. Dort Free Throw 2 of 2 (6 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,
346,PT10M51.00S,2021-10-28T01:21:24.0Z,3,REGULAR,foul,personal,[],1629647,,,1610612747,61,74,2021-10-28T01:21:54Z,3450000,,,0,,D. Bazley personal FOUL (1 PF),"[1629647, 203076]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,204058.0,,,,,,,,,,,,,,1.0,0.0,Davis,203076.0,,,
348,PT10M44.00S,2021-10-28T01:21:48.7Z,3,REGULAR,2pt,Jump Shot,[],203076,6.915243101182654,83.33333333333334,1610612747,61,76,2021-10-28T01:21:59Z,3470000,-167.0,13.0,1,left,A. Davis 16' Jump Shot (17 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,16.72,Made,,,,,,,17.0,,,,,,,,,,
349,PT10M29.00S,2021-10-28T01:22:03.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202324,94.1688567674113,51.9607843137255,1610612760,63,76,2021-10-28T01:23:09Z,3480000,10.0,2.0,1,right,D. Favors cutting Layup (8 PTS) (S. Gilgeous-Alexander 2 AST),"[202324, 1628983]",1610612760.0,OKC,cutting,,,Favors,D. Favors,,,,,,,1.01,Made,,,,,,,8.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,
351,PT10M17.00S,2021-10-28T01:22:14.8Z,3,REGULAR,3pt,Jump Shot,[],203145,26.49474375821288,19.362745098039216,1610612747,63,76,2021-10-28T01:22:24Z,3500000,153.0,197.0,1,left,MISS K. Bazemore 24' 3PT,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,24.92,Missed,,,,,,,,,,,,,,,,,
352,PT10M15.00S,2021-10-28T01:22:17.5Z,3,REGULAR,rebound,offensive,[],203076,,,1610612747,63,76,2021-10-28T01:22:17Z,3510000,,,0,,A. Davis REBOUND (Off:2 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,351.0,4.0,2.0,2.0,,,,,,,,,,,,,
353,PT10M10.00S,2021-10-28T01:22:22.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",201599,5.469776609724048,47.30392156862745,1610612747,63,78,2021-10-28T01:22:27Z,3520000,13.0,-1.0,1,left,D. Jordan DUNK (6 PTS) (K. Bazemore 4 AST),"[201599, 203145]",1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,1.35,Made,,,,,,,6.0,K. Bazemore,203145.0,4.0,,,,,,,
355,PT09M56.00S,2021-10-28T01:22:36.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,83.52496714848883,38.23529411764706,1610612760,65,78,2021-10-28T01:22:42Z,3540000,-59.0,102.0,1,right,J. Giddey 11' floating Jump Shot (10 PTS),[1630581],1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,,,11.81,Made,,,,,,,10.0,,,,,,,,,,
