actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
264,PT04M12.00S,2021-10-24T23:57:05.2Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,38,51,2021-10-24T23:57:07Z,2620000,,,0,,J. Embiid REBOUND (Off:0 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,263.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
265,PT04M08.00S,2021-10-24T23:57:07.9Z,2,REGULAR,3pt,Jump Shot,[],201980,72.22404730617609,16.42156862745098,1610612755,38,54,2021-10-24T23:57:16Z,2630000,-168.0,209.0,1,right,D. Green 26' 3PT  (6 PTS) (T. Harris 3 AST),"[201980, 202699]",1610612755.0,PHI,,,,Green,D. Green,,,,,26.78,Made,,,,,,,,,,6.0,,,,,,T. Harris,202699.0,3.0,
267,PT03M44.00S,2021-10-24T23:57:32.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,11.383048620236531,55.14705882352941,1610612760,40,54,2021-10-24T23:57:38Z,2650000,-26.0,55.0,1,left,J. Giddey 6' floating Jump Shot (6 PTS),[1630581],1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,6.03,Made,,,,,,,,,,6.0,,,,,,,,,
268,PT03M25.00S,2021-10-24T23:57:51.3Z,2,REGULAR,turnover,bad pass,[],201980,,,1610612755,40,54,2021-10-24T23:57:55Z,2660000,,,0,,D. Green bad pass TURNOVER (2 TO),"[201980, 1628983]",1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,2.0,Gilgeous-Alexander,1628983.0,,,,,,
269,PT03M25.00S,2021-10-24T23:57:51.3Z,2,REGULAR,steal,,[],1628983,,,1610612760,40,54,2021-10-24T23:57:53Z,2670000,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M21.00S,2021-10-24T23:57:55.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629647,9.937582128777924,44.85294117647059,1610612760,42,54,2021-10-24T23:58:03Z,2680000,26.0,41.0,1,left,D. Bazley running DUNK (4 PTS) (S. Gilgeous-Alexander 4 AST),"[1629647, 1628983]",1610612760.0,OKC,running,,,Bazley,D. Bazley,,,,,4.83,Made,,,,,,,,,,4.0,,,,,,S. Gilgeous-Alexander,1628983.0,4.0,
272,PT03M11.00S,2021-10-24T23:58:05.7Z,2,REGULAR,turnover,bad pass,[],1630178,,,1610612755,42,54,2021-10-24T23:58:09Z,2700000,,,0,,T. Maxey bad pass TURNOVER (1 TO),"[1630178, 203488]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,1.0,Muscala,203488.0,,,,,,
273,PT03M11.00S,2021-10-24T23:58:05.7Z,2,REGULAR,steal,,[],203488,,,1610612760,42,54,2021-10-24T23:58:07Z,2710000,,,0,,M. Muscala STEAL (2 STL),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M04.00S,2021-10-24T23:58:13.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630581,13.485545335085414,88.97058823529412,1610612760,44,54,2021-10-24T23:58:24Z,2720000,-195.0,74.0,1,left,J. Giddey 20' Jump Shot (8 PTS) (D. Bazley 1 AST),"[1630581, 1629647]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,20.86,Made,,,,,,,,,,8.0,,,,,,D. Bazley,1629647.0,1.0,
276,PT03M04.00S,2021-10-24T23:58:23.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612755,44,54,2021-10-24T23:58:23Z,2740000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M04.00S,2021-10-24T23:59:25.7Z,2,REGULAR,substitution,out,[],203488,,,1610612755,44,54,2021-10-24T23:59:42Z,2750000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M04.00S,2021-10-24T23:59:25.7Z,2,REGULAR,substitution,in,[],202324,,,1610612755,44,54,2021-10-24T23:59:42Z,2760000,,,0,,SUB in: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M52.00S,2021-10-25T00:00:03.8Z,2,REGULAR,3pt,Jump Shot,[],203552,67.23061760840999,65.68627450980392,1610612755,44,54,2021-10-25T00:00:09Z,2770000,78.0,256.0,1,right,MISS S. Curry 26' 3PT,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,26.73,Missed,,,,,,,,,,,,,,,,,,,
281,PT02M49.00S,2021-10-25T00:00:06.8Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,44,54,2021-10-25T00:00:09Z,2780000,,,0,,J. Giddey REBOUND (Off:1 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,280.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
282,PT02M32.00S,2021-10-25T00:00:24.3Z,2,REGULAR,2pt,Jump Shot,[],1630581,17.821944809461236,89.95098039215686,1610612760,44,54,2021-10-25T00:00:29Z,2790000,-200.0,115.0,1,left,MISS J. Giddey 23' Jump Shot,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,23.05,Missed,,,,,,,,,,,,,,,,,,,
283,PT02M29.00S,2021-10-25T00:00:27.3Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,44,54,2021-10-25T00:00:29Z,2800000,,,0,,J. Embiid REBOUND (Off:0 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,282.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
284,PT02M08.00S,2021-10-25T00:00:48.0Z,2,REGULAR,2pt,Jump Shot,[],202699,82.21090670170827,77.45098039215686,1610612755,44,54,2021-10-25T00:00:57Z,2810000,137.0,115.0,1,right,MISS T. Harris 17' step back Shot,[202699],1610612755.0,PHI,step back,,,Harris,T. Harris,,,,,17.89,Missed,,,,,,,,,,,,,,,,,,,
285,PT02M06.00S,2021-10-25T00:00:51.3Z,2,REGULAR,rebound,defensive,[],202324,,,1610612760,44,54,2021-10-25T00:00:51Z,2820000,,,0,,D. Favors REBOUND (Off:2 Def:2),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,284.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
286,PT01M57.00S,2021-10-25T00:01:00.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,7.178055190538765,56.372549019607845,1610612760,44,54,2021-10-25T00:01:05Z,2830000,-32.0,15.0,1,left,MISS L. Dort reverse Layup,[1629652],1610612760.0,OKC,reverse,,,Dort,L. Dort,,,,,3.53,Missed,,,,,,,,,,,,,,,,,,,
287,PT01M55.00S,2021-10-25T00:01:02.1Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,44,54,2021-10-25T00:01:05Z,2840000,,,0,,T. Harris REBOUND (Off:1 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,286.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
288,PT01M48.00S,2021-10-25T00:01:08.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202699,89.04402102496715,46.568627450980394,1610612755,44,56,2021-10-25T00:01:14Z,2850000,-17.0,50.0,1,right,T. Harris running Layup (8 PTS),[202699],1610612755.0,PHI,running,,,Harris,T. Harris,,,,,5.33,Made,,,,,,,,,,8.0,,,,,,,,,
289,PT01M34.00S,2021-10-25T00:01:22.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,18.478975032851512,38.970588235294116,1610612760,46,56,2021-10-25T00:06:18Z,2860000,55.0,121.0,1,left,S. Gilgeous-Alexander 13' pullup Jump Shot (8 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,13.31,Made,,,,,,,,,,8.0,,,,,,,,,
290,PT01M13.00S,2021-10-25T00:01:43.5Z,2,REGULAR,3pt,Jump Shot,[],203954,74.98357424441524,13.23529411764706,1610612755,46,59,2021-10-25T00:01:48Z,2870000,-184.0,183.0,1,right,J. Embiid 25' 3PT  (10 PTS) (S. Curry 1 AST),"[203954, 203552]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,25.92,Made,,,,,,,,,,10.0,,,,,,S. Curry,203552.0,1.0,
292,PT00M58.30S,2021-10-25T00:02:01.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630178,,,1610612760,46,59,2021-10-25T00:02:09Z,2890000,,,0,,T. Maxey shooting personal FOUL (2 PF) (Gilgeous-Alexander 2 FT),"[1630178, 1628983]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,,,,,,,1627963.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,
294,PT00M58.30S,2021-10-25T00:02:33.5Z,2,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,47,59,2021-10-25T00:02:33Z,2910000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (9 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,,,,,,,,,,9.0,,,,,,,,,
295,PT00M58.30S,2021-10-25T00:02:47.1Z,2,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,48,59,2021-10-25T00:02:47Z,2920000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (10 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,,,,,,,,,,10.0,,,,,,,,,
296,PT00M46.30S,2021-10-25T00:03:01.4Z,2,REGULAR,3pt,Jump Shot,[],202699,76.16622864651774,90.44117647058823,1610612755,48,59,2021-10-25T00:03:06Z,2930000,202.0,172.0,1,right,MISS T. Harris 26' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,26.51,Missed,,,,,,,,,,,,,,,,,,,
297,PT00M42.80S,2021-10-25T00:03:04.9Z,2,REGULAR,rebound,offensive,[],1630178,,,1610612755,48,59,2021-10-25T00:03:06Z,2940000,,,0,,T. Maxey REBOUND (Off:2 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,296.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
298,PT00M41.20S,2021-10-25T00:03:06.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203552,67.36202365308804,60.049019607843135,1610612755,48,59,2021-10-25T00:03:13Z,2950000,50.0,254.0,1,right,MISS S. Curry 25' pullup 3PT,[203552],1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,,
299,PT00M38.20S,2021-10-25T00:03:09.6Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,48,59,2021-10-25T00:03:13Z,2960000,,,0,,D. Bazley REBOUND (Off:0 Def:5),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,298.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
300,PT00M28.20S,2021-10-25T00:03:19.5Z,2,REGULAR,3pt,Jump Shot,[],1628983,31.225361366622867,25.245098039215684,1610612760,51,59,2021-10-25T00:07:59Z,2970000,124.0,241.0,1,left,S. Gilgeous-Alexander 27' 3PT step back (13 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,27.09,Made,,,,,,,,,,13.0,,,,,,,,,
301,PT00M02.90S,2021-10-25T00:03:51.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,89.30683311432325,39.46078431372549,1610612755,51,59,2021-10-25T00:03:56Z,2980000,-53.0,48.0,1,right,MISS J. Embiid 7' driving Layup,[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,7.13,Missed,,,,,,,,,,,,,,,,,,,
302,PT00M00.70S,2021-10-25T00:03:53.4Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,51,59,2021-10-25T00:03:56Z,2990000,,,0,,J. Giddey REBOUND (Off:1 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,301.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
303,PT00M00.00S,2021-10-25T00:05:05.2Z,2,REGULAR,period,end,[],0,,,1610612760,51,59,2021-10-25T00:05:05Z,3000000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2021-10-25T00:19:31.1Z,3,REGULAR,period,start,[],0,,,1610612760,51,59,2021-10-25T00:19:31Z,3010000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT11M44.00S,2021-10-25T00:19:46.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,88.51839684625493,51.9607843137255,1610612760,51,59,2021-10-25T00:21:17Z,3020000,10.0,55.0,1,right,MISS S. Gilgeous-Alexander floating Shot,[1628983],1610612760.0,OKC,floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,5.63,Missed,,,,,,,,,,,,,,,,,,,
306,PT11M42.00S,2021-10-25T00:19:48.1Z,3,REGULAR,rebound,defensive,[],201980,,,1610612755,51,59,2021-10-25T00:19:51Z,3030000,,,0,,D. Green REBOUND (Off:0 Def:3),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,305.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
307,PT11M27.00S,2021-10-25T00:20:02.7Z,3,REGULAR,3pt,Jump Shot,[],203954,31.35676741130092,33.088235294117645,1610612755,51,59,2021-10-25T00:20:08Z,3040000,85.0,242.0,1,left,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,,
308,PT11M23.00S,2021-10-25T00:20:06.7Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,51,59,2021-10-25T00:20:08Z,3050000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,307.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
309,PT11M20.00S,2021-10-25T00:20:11.6Z,3,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612760,51,59,2021-10-25T00:20:23Z,3060000,,,0,,T. Maxey shooting personal FOUL (3 PF) (Gilgeous-Alexander 2 FT),"[1630178, 1628983]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,,,,,,,1627962.0,3.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,
311,PT11M20.00S,2021-10-25T00:20:33.0Z,3,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,52,59,2021-10-25T00:20:33Z,3080000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (14 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,,,,,,,,,,14.0,,,,,,,,,
312,PT11M20.00S,2021-10-25T00:20:47.6Z,3,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,53,59,2021-10-25T00:20:47Z,3090000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (15 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,,,,,,,,,,15.0,,,,,,,,,
313,PT11M06.00S,2021-10-25T00:21:03.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,8.623521681997373,39.950980392156865,1610612755,53,61,2021-10-25T00:21:07Z,3100000,50.0,29.0,1,left,T. Maxey driving Layup (6 PTS) (S. Curry 2 AST),"[1630178, 203552]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,5.78,Made,,,,,,,,,,6.0,,,,,,S. Curry,203552.0,2.0,
315,PT10M51.00S,2021-10-25T00:21:18.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,84.31340341655716,42.8921568627451,1610612760,55,61,2021-10-25T00:21:23Z,3120000,-36.0,95.0,1,right,S. Gilgeous-Alexander 10' fadeaway Jump Shot (17 PTS),[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,10.14,Made,,,,,,,,,,17.0,,,,,,,,,
316,PT10M25.00S,2021-10-25T00:21:44.8Z,3,REGULAR,3pt,Jump Shot,[],203954,19.398817345597898,93.87254901960785,1610612755,55,61,2021-10-25T00:21:50Z,3130000,-219.0,130.0,1,left,MISS J. Embiid 25' pullup 3PT,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,,
317,PT10M22.00S,2021-10-25T00:21:47.8Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,55,61,2021-10-25T00:21:50Z,3140000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,316.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
318,PT10M04.00S,2021-10-25T00:22:06.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,90.48948751642575,41.911764705882355,1610612760,55,61,2021-10-25T00:24:49Z,3150000,-40.0,37.0,1,right,MISS D. Bazley driving Layup,[1629647],1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,5.47,Missed,,,,,,,,,,,,,,,,,,,
319,PT10M03.00S,2021-10-25T00:22:07.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612760,55,61,2021-10-25T00:22:13Z,3160000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,318.0,,,,,,,,,,,,,,,,,,
320,PT10M03.00S,2021-10-25T00:22:12.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,55,61,2021-10-25T00:22:12Z,3170000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT09M57.00S,2021-10-25T00:22:33.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629647,89.96386333771353,57.107843137254896,1610612760,57,61,2021-10-25T00:22:37Z,3180000,36.0,42.0,1,right,D. Bazley driving Layup (6 PTS) (J. Giddey 2 AST),"[1629647, 1630581]",1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,5.48,Made,,,,,,,,,,6.0,,,,,,J. Giddey,1630581.0,2.0,
323,PT09M42.00S,2021-10-25T00:22:50.9Z,3,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612755,57,61,2021-10-25T00:22:59Z,3200000,,,0,,S. Gilgeous-Alexander shooting personal FOUL (2 PF) (Maxey 2 FT),"[1628983, 1630178]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,1627963.0,2.0,0.0,Maxey,1630178.0,,,,,,,,,,
325,PT09M42.00S,2021-10-25T00:23:19.2Z,3,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,57,62,2021-10-25T00:23:40Z,3220000,,,0,,T. Maxey Free Throw 1 of 2 (7 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Made,,,,,,,,,,7.0,,,,,,,,,
326,PT09M42.00S,2021-10-25T00:23:19.2Z,3,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,57,62,2021-10-25T00:23:40Z,3230000,,,0,,MISS T. Maxey Free Throw 2 of 2,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Missed,,,,,,,,,,,,,,,,,,,
327,PT09M39.00S,2021-10-25T00:23:22.2Z,3,REGULAR,rebound,defensive,[],202324,,,1610612760,57,62,2021-10-25T00:23:40Z,3240000,,,0,,D. Favors REBOUND (Off:2 Def:3),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,326.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
328,PT09M19.00S,2021-10-25T00:23:56.6Z,3,REGULAR,3pt,Jump Shot,[],1629647,89.70105124835742,4.411764705882353,1610612760,57,62,2021-10-25T00:24:02Z,3250000,-228.0,44.0,1,right,MISS D. Bazley 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,23.22,Missed,,,,,,,,,,,,,,,,,,,
329,PT09M17.00S,2021-10-25T00:23:58.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612755,57,62,2021-10-25T00:24:02Z,3260000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,328.0,,,,,,,,,,,,,,,,,,
330,PT09M17.00S,2021-10-25T00:24:05.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,57,62,2021-10-25T00:24:05Z,3270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT09M07.00S,2021-10-25T00:24:15.7Z,3,REGULAR,2pt,Jump Shot,[],203954,22.158344283837057,55.14705882352941,1610612755,57,64,2021-10-25T00:24:20Z,3280000,-26.0,156.0,1,left,J. Embiid 15' Jump Shot (12 PTS) (T. Maxey 1 AST),"[203954, 1630178]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,15.79,Made,,,,,,,,,,12.0,,,,,,T. Maxey,1630178.0,1.0,
333,PT08M55.00S,2021-10-25T00:24:27.1Z,3,REGULAR,3pt,Jump Shot,[],1628983,68.54467805519053,74.75490196078431,1610612760,57,64,2021-10-25T00:24:32Z,3300000,124.0,243.0,1,right,MISS S. Gilgeous-Alexander 27' pullup 3PT,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,27.29,Missed,,,,,,,,,,,,,,,,,,,
334,PT08M52.00S,2021-10-25T00:24:30.1Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,57,64,2021-10-25T00:24:32Z,3310000,,,0,,J. Embiid REBOUND (Off:0 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,333.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
335,PT08M36.00S,2021-10-25T00:24:46.4Z,3,REGULAR,3pt,Jump Shot,[],201980,17.95335085413929,94.85294117647058,1610612755,57,67,2021-10-25T00:24:51Z,3320000,-224.0,116.0,1,left,D. Green 25' 3PT  (9 PTS) (T. Maxey 2 AST),"[201980, 1630178]",1610612755.0,PHI,,,,Green,D. Green,,,,,25.27,Made,,,,,,,,,,9.0,,,,,,T. Maxey,1630178.0,2.0,
337,PT08M16.00S,2021-10-25T00:25:06.3Z,3,REGULAR,2pt,Jump Shot,[],202324,91.67214191852825,73.77450980392157,1610612760,59,67,2021-10-25T00:30:22Z,3340000,119.0,26.0,1,right,D. Favors 12' fadeaway Jump Shot (6 PTS) (J. Giddey 3 AST),"[202324, 1630581]",1610612760.0,OKC,fadeaway,,,Favors,D. Favors,,,,,12.17,Made,,,,,,,,,,6.0,,,,,,J. Giddey,1630581.0,3.0,
339,PT08M02.00S,2021-10-25T00:25:20.1Z,3,REGULAR,2pt,Jump Shot,[],1630178,18.74178712220762,32.84313725490196,1610612755,59,67,2021-10-25T00:25:25Z,3360000,86.0,124.0,1,left,MISS T. Maxey 15' floating Shot,[1630178],1610612755.0,PHI,floating,,,Maxey,T. Maxey,,,,,15.05,Missed,,,,,,,,,,,,,,,,,,,
340,PT08M01.00S,2021-10-25T00:25:22.3Z,3,REGULAR,rebound,offensive,[],1630178,,,1610612755,59,67,2021-10-25T00:25:22Z,3370000,,,0,,T. Maxey REBOUND (Off:3 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,339.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
341,PT07M56.00S,2021-10-25T00:25:26.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203552,11.908672798948752,58.82352941176471,1610612755,59,67,2021-10-25T00:25:32Z,3380000,-44.0,59.0,1,left,MISS S. Curry 7' pullup Shot,[203552],1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,7.4,Missed,,,,,,,,,,,,,,,,,,,
342,PT07M54.00S,2021-10-25T00:25:28.8Z,3,REGULAR,rebound,offensive,[],202699,,,1610612755,59,67,2021-10-25T00:25:32Z,3390000,,,0,,T. Harris REBOUND (Off:2 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,341.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
343,PT07M50.00S,2021-10-25T00:25:33.5Z,3,REGULAR,turnover,lost ball,[],202699,,,1610612755,59,67,2021-10-25T00:25:37Z,3400000,,,0,,T. Harris lost ball TURNOVER (2 TO),"[202699, 1630581]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,2.0,Giddey,1630581.0,,,,,,
344,PT07M50.00S,2021-10-25T00:25:33.5Z,3,REGULAR,steal,,[],1630581,,,1610612760,59,67,2021-10-25T00:27:48Z,3410000,,,0,,J. Giddey STEAL (2 STL),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT07M46.00S,2021-10-25T00:25:37.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629652,80.50262812089356,92.40196078431373,1610612760,59,67,2021-10-25T00:25:47Z,3420000,212.0,131.0,1,right,MISS L. Dort 24' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,24.91,Missed,,,,,,,,,,,,,,,,,,,
346,PT07M39.00S,2021-10-25T00:25:42.7Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,59,67,2021-10-25T00:25:42Z,3430000,,,0,,T. Harris REBOUND (Off:2 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,345.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
347,PT07M36.00S,2021-10-25T00:25:46.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630178,8.623521681997373,41.911764705882355,1610612755,59,67,2021-10-25T00:25:57Z,3440000,40.0,29.0,1,left,MISS T. Maxey running Layup - blocked,"[1630178, 1628983]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,4.95,Missed,,,,,,,,,,,,,,Gilgeous-Alexander,1628983.0,,,,
348,PT07M36.00S,2021-10-25T00:25:46.2Z,3,REGULAR,block,,[],1628983,,,1610612755,59,67,2021-10-25T00:26:52Z,3450000,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
