actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
278,PT03M52.00S,2021-10-27T00:54:34.1Z,2,REGULAR,foul,personal,[],1629185,,,1610612760,48,38,2021-10-27T00:54:40Z,2590000,,,0,,C. Chiozza personal FOUL (1 PF),"[1629185, 1630581]",1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,1155.0,,,,,,,,,,,1.0,0.0,Giddey,1630581.0,
280,PT03M36.00S,2021-10-27T00:55:05.9Z,2,REGULAR,3pt,Jump Shot,[],1629647,10.988830486202366,3.9215686274509802,1610612760,48,38,2021-10-27T00:55:12Z,2610000,230.0,51.0,1,left,MISS D. Bazley 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,23.59,Missed,,,,,,,,,,,,,,,,,,,
281,PT03M32.00S,2021-10-27T00:55:09.9Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,48,38,2021-10-27T00:55:12Z,2620000,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,280.0,,,3.0,3.0,0.0,,,,,,,,,,,
282,PT03M30.00S,2021-10-27T00:55:12.3Z,2,REGULAR,3pt,Jump Shot,[],1629185,71.30420499342969,22.54901960784314,1610612744,48,38,2021-10-27T00:55:27Z,2630000,-137.0,217.0,1,right,MISS C. Chiozza 25' 3PT,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,25.7,Missed,,,,,,,,,,,,,,,,,,,
283,PT03M29.00S,2021-10-27T00:55:13.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,48,38,2021-10-27T00:55:27Z,2640000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,282.0,,,,,,,,,,,,,,,,
284,PT03M29.00S,2021-10-27T00:55:20.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628983,,,1610612744,48,38,2021-10-27T00:55:26Z,2650000,,,0,,S. Gilgeous-Alexander loose ball personal FOUL (2 PF) (Wiggins 2 FT),"[1628983, 203952]",1610612760.0,OKC,loose ball,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,202049.0,,,,,,,,,,,2.0,0.0,Wiggins,203952.0,
286,PT03M29.00S,2021-10-27T00:55:45.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203952,,,1610612744,48,39,2021-10-27T00:55:45Z,2670000,,,0,,A. Wiggins Free Throw 1 of 2 (5 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Made,,,,,,,,,,,5.0,,,,,,,,
287,PT03M29.00S,2021-10-27T00:55:46.4Z,2,REGULAR,substitution,out,[],1629185,,,1610612744,48,39,2021-10-27T00:55:52Z,2680000,,,0,,SUB out: C. Chiozza,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M29.00S,2021-10-27T00:55:46.4Z,2,REGULAR,substitution,in,[],2738,,,1610612744,48,39,2021-10-27T00:55:52Z,2690000,,,0,,SUB in: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M29.00S,2021-10-27T00:55:55.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,48,39,2021-10-27T00:55:55Z,2700000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M29.00S,2021-10-27T00:59:02.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203952,,,1610612744,48,40,2021-10-27T00:59:02Z,2710000,,,0,,A. Wiggins Free Throw 2 of 2 (6 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Made,,,,,,,,,,,6.0,,,,,,,,
293,PT03M16.00S,2021-10-27T00:59:16.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,7.440867279894875,50.245098039215684,1610612760,50,40,2021-10-27T00:59:20Z,2720000,-1.0,17.0,1,left,D. Bazley Layup (6 PTS) (J. Giddey 1 AST),"[1629647, 1630581]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,1.74,Made,,,,,,,,,,,6.0,J. Giddey,1630581.0,1.0,,,,,
295,PT03M06.00S,2021-10-27T00:59:27.3Z,2,REGULAR,3pt,Jump Shot,[],201939,67.7562417871222,40.68627450980392,1610612744,50,43,2021-10-27T00:59:34Z,2740000,-47.0,251.0,1,right,S. Curry 25' 3PT pullup (16 PTS),[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,25.49,Made,,,,,,,,,,,16.0,,,,,,,,
296,PT02M52.00S,2021-10-27T00:59:41.2Z,2,REGULAR,turnover,bad pass,[],1630526,,,1610612760,50,43,2021-10-27T00:59:45Z,2750000,,,0,,J. Robinson-Earl bad pass TURNOVER (2 TO),"[1630526, 203110]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,2.0,,,,Green,203110.0,,,,,,,,,
297,PT02M52.00S,2021-10-27T00:59:41.2Z,2,REGULAR,steal,,[],203110,,,1610612744,50,43,2021-10-27T00:59:43Z,2760000,,,0,,D. Green STEAL (3 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M38.00S,2021-10-27T00:59:54.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203110,68.67608409986859,61.029411764705884,1610612744,50,46,2021-10-27T00:59:59Z,2770000,55.0,242.0,1,right,D. Green 24' 3PT  (6 PTS) (A. Wiggins 1 AST),"[203110, 203952]",1610612744.0,GSW,,,,Green,D. Green,,,,,24.81,Made,,,,,,,,,,,6.0,A. Wiggins,203952.0,1.0,,,,,
300,PT02M24.00S,2021-10-27T01:00:11.5Z,2,REGULAR,turnover,out-of-bounds,[],1629652,,,1610612760,50,46,2021-10-27T01:00:21Z,2790000,,,0,,L. Dort step out-of-bounds TURNOVER (1 TO),[1629652],1610612760.0,OKC,step,,,Dort,L. Dort,,,,,,,,,,201245.0,1.0,,,,,,,,,,,,,,
301,PT02M12.00S,2021-10-27T01:00:35.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203110,71.30420499342969,61.274509803921575,1610612744,50,46,2021-10-27T01:00:40Z,2800000,56.0,217.0,1,right,MISS D. Green 22' pullup Shot - blocked,"[203110, 1629647]",1610612744.0,GSW,pullup,,,Green,D. Green,,,,,22.44,Missed,Bazley,1629647.0,,,,,,,,,,,,,,,,,
302,PT02M12.00S,2021-10-27T01:00:35.0Z,2,REGULAR,block,,[],1629647,,,1610612744,50,46,2021-10-27T01:00:39Z,2810000,,,0,,D. Bazley BLOCK (1 BLK),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M07.00S,2021-10-27T01:00:40.0Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,50,46,2021-10-27T01:00:40Z,2820000,,,0,,J. Giddey REBOUND (Off:1 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,301.0,,,5.0,4.0,1.0,,,,,,,,,,,
304,PT02M03.00S,2021-10-27T01:00:43.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629652,5.732588699080158,49.50980392156863,1610612760,52,46,2021-10-27T01:00:55Z,2830000,2.0,1.0,1,left,L. Dort cutting DUNK (9 PTS) (S. Gilgeous-Alexander 2 AST),"[1629652, 1628983]",1610612760.0,OKC,cutting,,,Dort,L. Dort,,,,,0.29,Made,,,,,,,,,,,9.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,
306,PT01M51.00S,2021-10-27T01:00:59.6Z,2,REGULAR,turnover,traveling,[],203952,,,1610612744,52,46,2021-10-27T01:01:05Z,2850000,,,0,,A. Wiggins traveling TURNOVER (2 TO),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,202049.0,2.0,,,,,,,,,,,,,,
307,PT01M37.00S,2021-10-27T01:01:28.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628983,20.45006570302234,91.42156862745098,1610612760,52,46,2021-10-27T01:01:33Z,2860000,-207.0,140.0,1,left,MISS S. Gilgeous-Alexander 24' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,,
308,PT01M35.00S,2021-10-27T01:01:30.8Z,2,REGULAR,rebound,offensive,[],1630526,,,1610612760,52,46,2021-10-27T01:01:30Z,2870000,,,0,,J. Robinson-Earl REBOUND (Off:2 Def:0),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,307.0,,,2.0,0.0,2.0,,,,,,,,,,,
309,PT01M25.00S,2021-10-27T01:01:40.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628983,19.92444152431012,41.911764705882355,1610612760,54,46,2021-10-27T01:01:44Z,2880000,40.0,135.0,1,left,S. Gilgeous-Alexander 14' driving floating Jump Shot (10 PTS),[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,14.07,Made,,,,,,,,,,,10.0,,,,,,,,
310,PT01M07.00S,2021-10-27T01:01:57.8Z,2,REGULAR,3pt,Jump Shot,[],1627814,79.31997371879106,8.088235294117647,1610612744,54,46,2021-10-27T01:02:02Z,2890000,-210.0,142.0,1,right,MISS D. Lee 25' 3PT,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,25.31,Missed,,,,,,,,,,,,,,,,,,,
311,PT01M04.00S,2021-10-27T01:02:00.8Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,54,46,2021-10-27T01:02:02Z,2900000,,,0,,J. Giddey REBOUND (Off:1 Def:5),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,310.0,,,6.0,5.0,1.0,,,,,,,,,,,
312,PT00M59.20S,2021-10-27T01:02:09.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,6.389618922470433,43.38235294117647,1610612760,56,46,2021-10-27T01:02:13Z,2910000,33.0,8.0,1,left,S. Gilgeous-Alexander driving Layup (12 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,3.4,Made,,,,,,,,,,,12.0,,,,,,,,
313,PT00M59.20S,2021-10-27T01:02:11.9Z,2,REGULAR,foul,personal,['1freethrow'],1627814,,,1610612760,56,46,2021-10-27T01:02:18Z,2920000,,,0,,D. Lee shooting personal FOUL (1 PF) (Gilgeous-Alexander 1 FT),"[1627814, 1628983]",1610612744.0,GSW,shooting,,,Lee,D. Lee,,,,,,,,,,202049.0,,,,,,,,,,,1.0,0.0,Gilgeous-Alexander,1628983.0,
315,PT00M59.20S,2021-10-27T01:02:36.5Z,2,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,57,46,2021-10-27T01:02:36Z,2940000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 1 (13 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,,,,,,,,,,,13.0,,,,,,,,
316,PT00M39.40S,2021-10-27T01:02:58.1Z,2,REGULAR,turnover,bad pass,[],201939,,,1610612744,57,46,2021-10-27T01:03:03Z,2950000,,,0,,S. Curry bad pass TURNOVER (1 TO),"[201939, 1630581]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,1.0,,,,Giddey,1630581.0,,,,,,,,,
317,PT00M39.40S,2021-10-27T01:02:58.1Z,2,REGULAR,steal,,[],1630581,,,1610612760,57,46,2021-10-27T01:03:00Z,2960000,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT00M34.10S,2021-10-27T01:03:03.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630526,5.863994743758213,50.245098039215684,1610612760,59,46,2021-10-27T01:03:08Z,2970000,-1.0,3.0,1,left,J. Robinson-Earl driving DUNK (9 PTS) (S. Gilgeous-Alexander 3 AST),"[1630526, 1628983]",1610612760.0,OKC,driving,,,Robinson-Earl,J. Robinson-Earl,,,,,0.29,Made,,,,,,,,,,,9.0,S. Gilgeous-Alexander,1628983.0,3.0,,,,,
320,PT00M15.70S,2021-10-27T01:03:23.3Z,2,REGULAR,2pt,Jump Shot,[],201939,88.91261498028909,83.33333333333334,1610612744,59,46,2021-10-27T01:03:27Z,2990000,167.0,52.0,1,right,MISS S. Curry 17' pullup Shot,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,17.45,Missed,,,,,,,,,,,,,,,,,,,
321,PT00M12.90S,2021-10-27T01:03:26.1Z,2,REGULAR,rebound,offensive,[],2738,,,1610612744,59,46,2021-10-27T01:03:27Z,3000000,,,0,,A. Iguodala REBOUND (Off:1 Def:2),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,320.0,,,3.0,2.0,1.0,,,,,,,,,,,
322,PT00M11.80S,2021-10-27T01:03:27.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201939,74.85216819973719,89.70588235294117,1610612744,59,46,2021-10-27T01:03:32Z,3010000,199.0,184.0,1,right,MISS S. Curry 27' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,27.06,Missed,,,,,,,,,,,,,,,,,,,
323,PT00M09.40S,2021-10-27T01:03:29.8Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,59,46,2021-10-27T01:03:29Z,3020000,,,0,,D. Bazley REBOUND (Off:1 Def:3),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,322.0,,,4.0,3.0,1.0,,,,,,,,,,,
324,PT00M08.90S,2021-10-27T01:03:31.1Z,2,REGULAR,turnover,lost ball,[],1629647,,,1610612760,59,46,2021-10-27T01:04:41Z,3030000,,,0,,D. Bazley lost ball TURNOVER (1 TO),"[1629647, 203952]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,1.0,,,,Wiggins,203952.0,,,,,,,,,
325,PT00M08.90S,2021-10-27T01:03:31.1Z,2,REGULAR,steal,,[],203952,,,1610612744,59,46,2021-10-27T01:03:33Z,3040000,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT00M08.00S,2021-10-27T01:03:34.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203952,93.51182654402102,50.245098039215684,1610612744,59,48,2021-10-27T01:03:47Z,3050000,1.0,8.0,1,right,A. Wiggins Layup (8 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,0.86,Made,,,,,,,,,,,8.0,,,,,,,,
327,PT00M02.60S,2021-10-27T01:03:40.1Z,2,REGULAR,turnover,bad pass,[],1630581,,,1610612760,59,48,2021-10-27T01:04:01Z,3060000,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 203952]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,1.0,,,,Wiggins,203952.0,,,,,,,,,
328,PT00M02.60S,2021-10-27T01:03:40.1Z,2,REGULAR,steal,,[],203952,,,1610612744,59,48,2021-10-27T01:03:42Z,3070000,,,0,,A. Wiggins STEAL (2 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M00.00S,2021-10-27T01:03:43.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203952,67.88764783180025,17.401960784313726,1610612744,59,48,2021-10-27T01:04:04Z,3080000,-163.0,249.0,1,right,MISS A. Wiggins 29' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,29.79,Missed,,,,,,,,,,,,,,,,,,,
330,PT00M00.00S,2021-10-27T01:03:46.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,59,48,2021-10-27T01:03:46Z,3090000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,329.0,,,,,,,,,,,,,,,,
331,PT00M00.00S,2021-10-27T01:04:51.7Z,2,REGULAR,period,end,[],0,,,1610612744,59,48,2021-10-27T01:04:51Z,3100000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2021-10-27T01:18:54.9Z,3,REGULAR,substitution,out,['startperiod'],1627814,,,1610612744,59,48,2021-10-27T01:19:20Z,3110000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2021-10-27T01:18:54.9Z,3,REGULAR,substitution,out,['startperiod'],2738,,,1610612744,59,48,2021-10-27T01:19:20Z,3120000,,,0,,SUB out: A. Iguodala,[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2021-10-27T01:18:54.9Z,3,REGULAR,substitution,in,['startperiod'],1626172,,,1610612744,59,48,2021-10-27T01:19:20Z,3130000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2021-10-27T01:18:54.9Z,3,REGULAR,substitution,in,['startperiod'],1629673,,,1610612744,59,48,2021-10-27T01:19:20Z,3140000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2021-10-27T01:19:12.6Z,3,REGULAR,period,start,[],0,,,1610612760,59,48,2021-10-27T01:19:20Z,3150000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT11M50.00S,2021-10-27T01:19:22.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,90.3580814717477,50.245098039215684,1610612760,59,48,2021-10-27T01:19:28Z,3160000,1.0,38.0,1,right,MISS J. Giddey driving Layup,[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,3.81,Missed,,,,,,,,,,,,,,,,,,,
340,PT11M46.00S,2021-10-27T01:19:26.3Z,3,REGULAR,rebound,defensive,[],1629673,,,1610612744,59,48,2021-10-27T01:19:28Z,3170000,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,339.0,,,2.0,2.0,0.0,,,,,,,,,,,
341,PT11M33.00S,2021-10-27T01:19:39.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203952,5.338370565045992,50.98039215686274,1610612744,59,50,2021-10-27T01:19:48Z,3180000,-5.0,-2.0,1,left,A. Wiggins driving DUNK (10 PTS),[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,0.54,Made,,,,,,,,,,,10.0,,,,,,,,
342,PT11M29.00S,2021-10-27T01:19:51.8Z,3,REGULAR,foul,personal,[],1626172,,,1610612760,59,50,2021-10-27T01:23:17Z,3190000,,,0,,K. Looney take personal FOUL (2 PF),"[1626172, 1630581]",1610612744.0,GSW,take,,,Looney,K. Looney,,,,,,,,,,1155.0,,,,,,,,,,,2.0,0.0,Giddey,1630581.0,
344,PT11M16.00S,2021-10-27T01:20:23.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,90.75229960578186,55.88235294117647,1610612760,61,50,2021-10-27T01:20:30Z,3210000,29.0,34.0,1,right,S. Gilgeous-Alexander driving floating Jump Shot (15 PTS),[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,4.53,Made,,,,,,,,,,,15.0,,,,,,,,
345,PT11M04.00S,2021-10-27T01:20:34.4Z,3,REGULAR,3pt,Jump Shot,[],201939,32.802233902759525,47.05882352941176,1610612744,61,53,2021-10-27T01:20:40Z,3220000,15.0,256.0,1,left,S. Curry 25' 3PT  (19 PTS) (J. Poole 5 AST),"[201939, 1629673]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,25.62,Made,,,,,,,,,,,19.0,J. Poole,1629673.0,5.0,,,,,
347,PT10M45.00S,2021-10-27T01:20:54.3Z,3,REGULAR,2pt,Jump Shot,[],1628983,79.31997371879106,62.254901960784316,1610612760,63,53,2021-10-27T01:21:01Z,3240000,61.0,142.0,1,right,S. Gilgeous-Alexander 15' step back Jump Shot (17 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,15.46,Made,,,,,,,,,,,17.0,,,,,,,,
348,PT10M28.00S,2021-10-27T01:21:11.4Z,3,REGULAR,turnover,bad pass,[],203110,,,1610612744,63,53,2021-10-27T01:21:15Z,3250000,,,0,,D. Green bad pass TURNOVER (2 TO),"[203110, 1629647]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,2.0,,,,Bazley,1629647.0,,,,,,,,,
349,PT10M28.00S,2021-10-27T01:21:11.4Z,3,REGULAR,steal,,[],1629647,,,1610612760,63,53,2021-10-27T01:21:13Z,3260000,,,0,,D. Bazley STEAL (1 STL),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT10M19.00S,2021-10-27T01:21:20.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629647,68.15045992115637,37.745098039215684,1610612760,63,53,2021-10-27T01:21:25Z,3270000,-61.0,247.0,1,right,MISS D. Bazley 25' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,,
351,PT10M15.00S,2021-10-27T01:21:24.4Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,63,53,2021-10-27T01:21:25Z,3280000,,,0,,D. Green REBOUND (Off:0 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,350.0,,,4.0,4.0,0.0,,,,,,,,,,,
352,PT10M12.00S,2021-10-27T01:21:30.3Z,3,REGULAR,foul,personal,['2freethrow'],1630581,,,1610612744,63,53,2021-10-27T01:21:51Z,3290000,,,0,,J. Giddey shooting personal FOUL (1 PF) (Wiggins 2 FT),"[1630581, 203952]",1610612760.0,OKC,shooting,,,Giddey,J. Giddey,,,,,,,,,,201245.0,,,,,,,,,,,1.0,0.0,Wiggins,203952.0,
354,PT10M12.00S,2021-10-27T01:22:03.2Z,3,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,63,53,2021-10-27T01:22:03Z,3310000,,,0,,MISS A. Wiggins Free Throw 1 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Missed,,,,,,,,,,,,,,,,,,,
355,PT10M12.00S,2021-10-27T01:22:03.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,63,53,2021-10-27T01:22:03Z,3320000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,354.0,,,,,,,,,,,,,,,,
356,PT10M12.00S,2021-10-27T01:22:19.8Z,3,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,63,54,2021-10-27T01:22:19Z,3330000,,,0,,A. Wiggins Free Throw 2 of 2 (11 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Made,,,,,,,,,,,11.0,,,,,,,,
357,PT10M02.00S,2021-10-27T01:22:30.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,92.9862023653088,37.745098039215684,1610612760,63,54,2021-10-27T01:22:36Z,3340000,-61.0,13.0,1,right,MISS J. Giddey 6' driving Layup - blocked,"[1630581, 1629673]",1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,6.27,Missed,Poole,1629673.0,,,,,,,,,,,,,,,,,
358,PT10M02.00S,2021-10-27T01:22:30.4Z,3,REGULAR,block,,[],1629673,,,1610612760,63,54,2021-10-27T01:22:33Z,3350000,,,0,,J. Poole BLOCK (2 BLK),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT09M58.00S,2021-10-27T01:22:34.4Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,63,54,2021-10-27T01:22:36Z,3360000,,,0,,K. Looney REBOUND (Off:1 Def:5),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,357.0,,,6.0,5.0,1.0,,,,,,,,,,,
360,PT09M55.00S,2021-10-27T01:22:40.6Z,3,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612744,63,54,2021-10-27T01:22:54Z,3370000,,,0,,L. Dort shooting personal FOUL (2 PF) (Looney 2 FT),"[1629652, 1626172]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,,,,,,1155.0,,,,,,,,,,,2.0,0.0,Looney,1626172.0,
362,PT09M55.00S,2021-10-27T01:23:05.0Z,3,REGULAR,freethrow,1 of 2,[],1626172,,,1610612744,63,54,2021-10-27T01:23:05Z,3390000,,,0,,MISS K. Looney Free Throw 1 of 2,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Missed,,,,,,,,,,,,,,,,,,,
363,PT09M55.00S,2021-10-27T01:23:05.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,63,54,2021-10-27T01:23:05Z,3400000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,362.0,,,,,,,,,,,,,,,,
364,PT09M55.00S,2021-10-27T01:23:16.7Z,3,REGULAR,freethrow,2 of 2,[],1626172,,,1610612744,63,55,2021-10-27T01:23:16Z,3410000,,,0,,K. Looney Free Throw 2 of 2 (3 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Made,,,,,,,,,,,3.0,,,,,,,,
365,PT09M38.00S,2021-10-27T01:23:34.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,93.24901445466492,56.372549019607845,1610612760,63,55,2021-10-27T01:26:48Z,3420000,32.0,11.0,1,right,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,3.37,Missed,,,,,,,,,,,,,,,,,,,
366,PT09M36.00S,2021-10-27T01:23:36.5Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,63,55,2021-10-27T01:23:39Z,3430000,,,0,,S. Curry REBOUND (Off:1 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,365.0,,,3.0,2.0,1.0,,,,,,,,,,,
