actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
261,PT05M37.00S,2022-01-25T01:53:56.6Z,2,REGULAR,substitution,in,[],1629652,,,1610612760,35,46,2022-01-25T01:54:12Z,2560000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M37.00S,2022-01-25T01:53:56.6Z,2,REGULAR,substitution,in,[],1628983,,,1610612760,35,46,2022-01-25T01:54:12Z,2570000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M37.00S,2022-01-25T01:53:56.6Z,2,REGULAR,substitution,in,[],1630598,,,1610612760,35,46,2022-01-25T01:54:12Z,2580000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M32.00S,2022-01-25T01:54:28.4Z,2,REGULAR,foul,personal,[],1630245,,,1610612760,35,46,2022-01-25T01:54:37Z,2590000,,,0,,A. Dosunmu personal FOUL (2 PF),"[1630245, 1630598]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,1627529.0,2.0,0.0,Wiggins,1630598.0,,,,,,,,,,,
266,PT05M22.00S,2022-01-25T01:54:51.8Z,2,REGULAR,3pt,Jump Shot,[],1628983,67.36202365308804,31.61764705882353,1610612760,38,46,2022-01-25T01:54:56Z,2610000,-92.0,254.0,1,right,S. Gilgeous-Alexander 27' 3PT step back (12 PTS),[1628983],1610612760.0,OKC,step back,27.04,Made,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,12.0,,,,,,,,,,,,,,,,,,,
267,PT04M58.00S,2022-01-25T01:55:15.2Z,2,REGULAR,turnover,bad pass,[],1630245,,,1610612741,38,46,2022-01-25T01:55:19Z,2620000,,,0,,A. Dosunmu bad pass TURNOVER (1 TO),"[1630245, 1629660]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,1.0,Jerome,1629660.0,,,,,,,,
268,PT04M58.00S,2022-01-25T01:55:15.2Z,2,REGULAR,steal,,[],1629660,,,1610612760,38,46,2022-01-25T01:55:17Z,2630000,,,0,,T. Jerome STEAL (1 STL),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M52.00S,2022-01-25T01:55:20.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203488,75.1149802890933,11.27450980392157,1610612760,41,46,2022-01-25T01:55:25Z,2640000,-194.0,181.0,1,right,M. Muscala 26' 3PT  (3 PTS) (T. Jerome 1 AST),"[203488, 1629660]",1610612760.0,OKC,,26.53,Made,Muscala,M. Muscala,,,,,3.0,T. Jerome,1629660.0,1.0,,,,,,,,,,,,,,,,
271,PT04M33.00S,2022-01-25T01:55:40.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628972,18.347568988173457,49.01960784313725,1610612741,41,46,2022-01-25T01:55:49Z,2660000,5.0,120.0,1,left,MISS T. Brown Jr. 12' pullup Shot,[1628972],1610612741.0,CHI,pullup,12.01,Missed,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M31.00S,2022-01-25T01:55:42.4Z,2,REGULAR,rebound,offensive,[],202696,,,1610612741,41,46,2022-01-25T01:55:49Z,2670000,,,0,,N. Vucevic REBOUND (Off:3 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,271.0,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
273,PT04M30.00S,2022-01-25T01:55:44.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,8.492115637319317,56.86274509803921,1610612741,41,48,2022-01-25T01:55:51Z,2680000,-34.0,27.0,1,left,N. Vucevic putback Layup (7 PTS),[202696],1610612741.0,CHI,putback,4.38,Made,Vucevic,N. Vucevic,,,,,7.0,,,,,,,,,,,,,,,,,,,
314,PT04M10.00S,2022-01-25T01:55:56.7Z,2,REGULAR,turnover,lost ball,[],1628983,,,1610612760,41,48,2022-01-25T02:04:25Z,2700000,,,0,,S. Gilgeous-Alexander lost ball TURNOVER (2 TO),"[1628983, 1630792]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,2.0,Hill,1630792.0,,,,,,,,
315,PT04M10.00S,2022-01-25T01:55:56.7Z,2,REGULAR,steal,,[],1630792,,,1610612741,41,48,2022-01-25T02:02:20Z,2710000,,,0,,M. Hill STEAL (1 STL),[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M04.00S,2022-01-25T01:56:09.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1628972,12.171484888304862,43.627450980392155,1610612741,41,48,2022-01-25T02:03:11Z,2720000,32.0,62.0,1,left,MISS T. Brown Jr. 6' cutting Layup,[1628972],1610612741.0,CHI,cutting,6.96,Missed,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M01.00S,2022-01-25T01:56:12.4Z,2,REGULAR,rebound,defensive,[],1629660,,,1610612760,41,48,2022-01-25T01:56:14Z,2730000,,,0,,T. Jerome REBOUND (Off:0 Def:1),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,277.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,
279,PT03M57.00S,2022-01-25T01:56:16.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629652,76.16622864651774,11.76470588235294,1610612760,44,48,2022-01-25T01:56:24Z,2740000,-191.0,172.0,1,right,L. Dort 25' 3PT  (8 PTS) (S. Gilgeous-Alexander 2 AST),"[1629652, 1628983]",1610612760.0,OKC,,25.68,Made,Dort,L. Dort,,,,,8.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,,,,,,,,,
281,PT03M28.00S,2022-01-25T01:56:47.8Z,2,REGULAR,foul,personal,['2freethrow'],203488,,,1610612741,44,48,2022-01-25T01:56:58Z,2760000,,,0,,M. Muscala shooting personal FOUL (1 PF) (White 2 FT),"[203488, 1629632]",1610612760.0,OKC,shooting,,,Muscala,M. Muscala,,,,,,,,,1627529.0,1.0,0.0,White,1629632.0,,,,,,,,,,,
283,PT03M28.00S,2022-01-25T01:57:12.9Z,2,REGULAR,freethrow,1 of 2,[],1629632,,,1610612741,44,49,2022-01-25T01:57:12Z,2780000,,,0,,C. White Free Throw 1 of 2 (1 PTS),[1629632],1610612741.0,CHI,,,Made,White,C. White,,,,,1.0,,,,,,,,,,,,,,,,,,,
284,PT03M28.00S,2022-01-25T01:57:13.6Z,2,REGULAR,substitution,out,[],1628972,,,1610612741,44,49,2022-01-25T01:57:22Z,2790000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M28.00S,2022-01-25T01:57:13.6Z,2,REGULAR,substitution,out,[],1630792,,,1610612741,44,49,2022-01-25T01:57:22Z,2800000,,,0,,SUB out: M. Hill,[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M28.00S,2022-01-25T01:57:13.6Z,2,REGULAR,substitution,in,[],1629750,,,1610612741,44,49,2022-01-25T01:57:22Z,2810000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M28.00S,2022-01-25T01:57:13.6Z,2,REGULAR,substitution,in,[],203897,,,1610612741,44,49,2022-01-25T01:57:22Z,2820000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M28.00S,2022-01-25T01:57:32.3Z,2,REGULAR,freethrow,2 of 2,[],1629632,,,1610612741,44,50,2022-01-25T01:57:32Z,2830000,,,0,,C. White Free Throw 2 of 2 (2 PTS),[1629632],1610612741.0,CHI,,,Made,White,C. White,,,,,2.0,,,,,,,,,,,,,,,,,,,
289,PT03M22.00S,2022-01-25T01:57:40.8Z,2,REGULAR,3pt,Jump Shot,[],203488,63.02562417871223,51.71568627450981,1610612760,44,50,2022-01-25T01:57:46Z,2840000,9.0,295.0,1,right,MISS M. Muscala 29' 3PT,[203488],1610612760.0,OKC,,29.52,Missed,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M19.00S,2022-01-25T01:57:43.8Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,44,50,2022-01-25T01:57:46Z,2850000,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,289.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,
291,PT03M11.00S,2022-01-25T01:57:53.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,44,50,2022-01-25T01:57:53Z,2860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M11.00S,2022-01-25T01:57:57.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612741,44,50,2022-01-25T01:57:57Z,2870000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M10.00S,2022-01-25T01:59:27.2Z,2,REGULAR,3pt,Jump Shot,[],203897,29.122864651773984,20.098039215686274,1610612741,44,50,2022-01-25T01:59:32Z,2880000,150.0,221.0,1,left,MISS Z. LaVine 26' 3PT,[203897],1610612741.0,CHI,,26.71,Missed,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M07.00S,2022-01-25T01:59:30.2Z,2,REGULAR,rebound,offensive,[],1629632,,,1610612741,44,50,2022-01-25T01:59:30Z,2890000,,,0,,C. White REBOUND (Off:1 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,293.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
295,PT03M01.00S,2022-01-25T01:59:35.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630245,19.004599211563733,83.33333333333334,1610612741,44,52,2022-01-25T01:59:41Z,2900000,-167.0,126.0,1,left,A. Dosunmu 20' pullup Jump Shot (18 PTS) (C. White 5 AST),"[1630245, 1629632]",1610612741.0,CHI,pullup,20.9,Made,Dosunmu,A. Dosunmu,,,,,18.0,C. White,1629632.0,5.0,,,,,,,,,,,,,,,,
297,PT02M44.00S,2022-01-25T01:59:52.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,88.91261498028909,59.80392156862745,1610612760,44,52,2022-01-25T01:59:56Z,2920000,49.0,52.0,1,right,MISS S. Gilgeous-Alexander 7' driving finger roll Layup,[1628983],1610612760.0,OKC,driving finger roll,7.12,Missed,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M42.00S,2022-01-25T01:59:54.1Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,44,52,2022-01-25T01:59:56Z,2930000,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,297.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,
299,PT02M38.00S,2022-01-25T01:59:57.9Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1629632,20.05584756898817,24.264705882352942,1610612741,44,54,2022-01-25T02:00:05Z,2940000,129.0,136.0,1,left,C. White 18' pullup Jump Shot (4 PTS) (Z. LaVine 5 AST),"[1629632, 203897]",1610612741.0,CHI,pullup,18.72,Made,White,C. White,,,,,4.0,Z. LaVine,203897.0,5.0,,,,,,,,,,,,,,,,
300,PT02M19.00S,2022-01-25T02:00:17.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,89.30683311432325,54.90196078431373,1610612760,44,54,2022-01-25T02:00:25Z,2950000,25.0,48.0,1,right,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,5.39,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M17.00S,2022-01-25T02:00:19.2Z,2,REGULAR,rebound,offensive,[],203488,,,1610612760,44,54,2022-01-25T02:00:25Z,2960000,,,0,,M. Muscala REBOUND (Off:1 Def:0),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,300.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,
302,PT02M17.00S,2022-01-25T02:00:20.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203488,91.80354796320631,56.127450980392155,1610612760,46,54,2022-01-25T02:00:28Z,2970000,31.0,25.0,1,right,M. Muscala putback Layup (5 PTS),[203488],1610612760.0,OKC,putback,3.92,Made,Muscala,M. Muscala,,,,,5.0,,,,,,,,,,,,,,,,,,,
303,PT01M57.00S,2022-01-25T02:00:40.3Z,2,REGULAR,turnover,lost ball,[],1629632,,,1610612741,46,54,2022-01-25T02:00:45Z,2980000,,,0,,C. White lost ball TURNOVER (1 TO),"[1629632, 1628983]",1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,1.0,Gilgeous-Alexander,1628983.0,,,,,,,,
304,PT01M57.00S,2022-01-25T02:00:40.3Z,2,REGULAR,steal,,[],1628983,,,1610612760,46,54,2022-01-25T02:08:18Z,2990000,,,0,,S. Gilgeous-Alexander STEAL (2 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
305,PT01M57.00S,2022-01-25T02:00:44.4Z,2,REGULAR,foul,personal,['2freethrow'],1629632,,,1610612760,46,54,2022-01-25T02:01:06Z,3000000,,,0,,C. White shooting personal FOUL (1 PF) (Jerome 2 FT),"[1629632, 1629660]",1610612741.0,CHI,shooting,,,White,C. White,,,,,,,,,1627529.0,1.0,0.0,Jerome,1629660.0,,,,,,,,,,,
307,PT01M57.00S,2022-01-25T02:01:07.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629660,,,1610612760,47,54,2022-01-25T02:01:07Z,3020000,,,0,,T. Jerome Free Throw 1 of 2 (1 PTS),[1629660],1610612760.0,OKC,,,Made,Jerome,T. Jerome,,,,,1.0,,,,,,,,,,,,,,,,,,,
308,PT01M57.00S,2022-01-25T02:01:08.0Z,2,REGULAR,substitution,out,[],1630598,,,1610612760,47,54,2022-01-25T02:01:15Z,3030000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
309,PT01M57.00S,2022-01-25T02:01:08.0Z,2,REGULAR,substitution,in,[],1629026,,,1610612760,47,54,2022-01-25T02:01:15Z,3040000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
310,PT01M57.00S,2022-01-25T02:01:25.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629660,,,1610612760,48,54,2022-01-25T02:01:25Z,3050000,,,0,,T. Jerome Free Throw 2 of 2 (2 PTS),[1629660],1610612760.0,OKC,,,Made,Jerome,T. Jerome,,,,,2.0,,,,,,,,,,,,,,,,,,,
311,PT01M46.00S,2022-01-25T02:01:46.1Z,2,REGULAR,foul,personal,[],1629660,,,1610612741,48,54,2022-01-25T02:02:24Z,3060000,,,0,,T. Jerome personal FOUL (1 PF),"[1629660, 203897]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,1204.0,1.0,0.0,LaVine,203897.0,,,,,,,,,,,
313,PT01M39.00S,2022-01-25T02:02:10.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,9.149145860709593,44.11764705882353,1610612741,48,56,2022-01-25T02:08:35Z,3080000,29.0,34.0,1,left,Z. LaVine driving finger roll Layup (8 PTS),[203897],1610612741.0,CHI,driving finger roll,4.46,Made,LaVine,Z. LaVine,,,,,8.0,,,,,,,,,,,,,,,,,,,
316,PT01M24.00S,2022-01-25T02:02:24.7Z,2,REGULAR,3pt,Jump Shot,[],203488,67.62483574244416,72.79411764705883,1610612760,48,56,2022-01-25T02:02:30Z,3090000,114.0,252.0,1,right,MISS M. Muscala 27' 3PT,[203488],1610612760.0,OKC,,27.64,Missed,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
317,PT01M24.00S,2022-01-25T02:02:24.7Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,48,56,2022-01-25T02:02:30Z,3100000,,,0,,N. Vucevic REBOUND (Off:3 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,316.0,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,
318,PT01M11.00S,2022-01-25T02:02:39.7Z,2,REGULAR,2pt,Jump Shot,[],203897,5.338370565045992,73.2843137254902,1610612741,48,56,2022-01-25T02:03:02Z,3110000,-116.0,-2.0,1,left,MISS Z. LaVine 11' pullup Shot - blocked,"[203897, 1629652]",1610612741.0,CHI,pullup,11.64,Missed,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,Dort,1629652.0,,,,,,
319,PT01M11.00S,2022-01-25T02:02:39.7Z,2,REGULAR,block,,[],1629652,,,1610612741,48,56,2022-01-25T02:02:41Z,3120000,,,0,,L. Dort BLOCK (1 BLK),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
320,PT01M11.00S,2022-01-25T02:02:39.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,48,56,2022-01-25T02:02:46Z,3130000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,318.0,,,,,,,,,,,,,,,,,,,,,,,
321,PT01M08.00S,2022-01-25T02:02:58.0Z,2,REGULAR,foul,offensive,[],202696,,,1610612741,48,56,2022-01-25T02:03:06Z,3140000,,,0,,N. Vucevic offensive FOUL (1 PF),"[202696, 1629652]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,1627529.0,1.0,0.0,Dort,1629652.0,,,,,,,,,,,
323,PT01M08.00S,2022-01-25T02:02:58.0Z,2,REGULAR,turnover,offensive foul,[],202696,,,1610612741,48,56,2022-01-25T02:02:58Z,3160000,,,0,,N. Vucevic offensive foul TURNOVER (2 TO),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,1627529.0,,,,,2.0,,,,,,,,,,
324,PT00M58.80S,2022-01-25T02:03:17.7Z,2,REGULAR,turnover,bad pass,[],1628983,,,1610612760,48,56,2022-01-25T02:03:26Z,3170000,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (3 TO),"[1628983, 1629750]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,3.0,Green,1629750.0,,,,,,,,
325,PT00M58.80S,2022-01-25T02:03:17.7Z,2,REGULAR,steal,,[],1629750,,,1610612741,48,56,2022-01-25T02:03:19Z,3180000,,,0,,J. Green STEAL (2 STL),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
326,PT00M54.50S,2022-01-25T02:03:22.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203897,8.886333771353483,43.627450980392155,1610612741,48,58,2022-01-25T02:03:30Z,3190000,32.0,31.0,1,left,Z. LaVine running Layup (10 PTS) (A. Dosunmu 2 AST),"[203897, 1630245]",1610612741.0,CHI,running,4.45,Made,LaVine,Z. LaVine,,,,,10.0,A. Dosunmu,1630245.0,2.0,,,,,,,,,,,,,,,,
328,PT00M32.30S,2022-01-25T02:03:48.9Z,2,REGULAR,3pt,Jump Shot,[],1629652,73.80091984231275,87.5,1610612760,48,58,2022-01-25T02:03:58Z,3210000,188.0,194.0,1,right,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,26.97,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M24.00S,2022-01-25T02:03:57.2Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,48,58,2022-01-25T02:03:58Z,3220000,,,0,,K. Williams REBOUND (Off:1 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,328.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
330,PT00M24.00S,2022-01-25T02:03:57.1Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629026,94.40999984741211,50.0,1610612760,48,58,2022-01-25T02:17:05Z,3230000,0.0,0.0,1,right,MISS K. Williams tip DUNK - blocked,"[1629026, 202696]",1610612760.0,OKC,tip,0.0,Missed,Williams,K. Williams,,,,,,,,,,,,,,,,,Vucevic,202696.0,,,,,,
337,PT00M24.00S,2022-01-25T02:03:57.1Z,2,REGULAR,block,,[],202696,,,1610612760,48,58,2022-01-25T02:17:28Z,3235000,,,0,,N. Vucevic BLOCK (1 BLK),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M22.80S,2022-01-25T02:03:58.3Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,48,58,2022-01-25T02:03:58Z,3240000,,,0,,C. White REBOUND (Off:1 Def:3),[1629632],1610612741.0,CHI,,,,White,C. White,330.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
332,PT00M04.90S,2022-01-25T02:04:17.9Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612741,48,58,2022-01-25T02:04:25Z,3250000,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,,,,,1627529.0,,,,,,,,,,,,,,,
333,PT00M01.80S,2022-01-25T02:04:46.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203488,71.43561103810775,83.57843137254902,1610612760,48,58,2022-01-25T02:04:53Z,3260000,168.0,216.0,1,right,MISS M. Muscala 27' 3PT,[203488],1610612760.0,OKC,,27.36,Missed,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
334,PT00M01.80S,2022-01-25T02:04:46.6Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,48,58,2022-01-25T02:04:53Z,3270000,,,0,,Z. LaVine REBOUND (Off:0 Def:3),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,333.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,
335,PT00M00.00S,2022-01-25T02:04:52.9Z,2,REGULAR,period,end,[],0,,,1610612741,48,58,2022-01-25T02:04:52Z,3280000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-01-25T02:07:04.0Z,3,REGULAR,substitution,out,['startperiod'],1629660,,,1610612741,48,58,2022-01-25T02:20:10Z,3290000,,,0,,SUB out: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-01-25T02:07:04.0Z,3,REGULAR,substitution,out,['startperiod'],1629026,,,1610612741,48,58,2022-01-25T02:20:10Z,3310000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-01-25T02:07:04.0Z,3,REGULAR,substitution,out,['startperiod'],1629632,,,1610612741,48,58,2022-01-25T02:20:10Z,3320000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2022-01-25T02:07:04.0Z,3,REGULAR,substitution,in,['startperiod'],1630598,,,1610612741,48,58,2022-01-25T02:20:10Z,3330000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2022-01-25T02:07:04.0Z,3,REGULAR,substitution,in,['startperiod'],1630581,,,1610612741,48,58,2022-01-25T02:20:10Z,3340000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2022-01-25T02:07:04.0Z,3,REGULAR,substitution,in,['startperiod'],1628972,,,1610612741,48,58,2022-01-25T02:20:10Z,3360000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2022-01-25T02:20:14.9Z,3,REGULAR,period,start,[],0,,,0,48,58,2022-01-25T02:20:14Z,3370000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT11M42.00S,2022-01-25T02:20:32.6Z,3,REGULAR,3pt,Jump Shot,[],203488,28.991458607095925,18.38235294117647,1610612760,48,58,2022-01-25T02:20:37Z,3380000,158.0,220.0,1,left,MISS M. Muscala 27' 3PT,[203488],1610612760.0,OKC,,27.09,Missed,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,
348,PT11M38.00S,2022-01-25T02:20:36.6Z,3,REGULAR,rebound,offensive,[],1630581,,,1610612760,48,58,2022-01-25T02:20:37Z,3390000,,,0,,J. Giddey REBOUND (Off:3 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,347.0,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,
349,PT11M37.00S,2022-01-25T02:20:37.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630598,20.45006570302234,94.6078431372549,1610612760,48,58,2022-01-25T02:20:41Z,3400000,-223.0,140.0,1,left,MISS A. Wiggins 26' 3PT,[1630598],1610612760.0,OKC,,26.31,Missed,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
350,PT11M34.00S,2022-01-25T02:20:40.5Z,3,REGULAR,rebound,defensive,[],203897,,,1610612741,48,58,2022-01-25T02:20:41Z,3410000,,,0,,Z. LaVine REBOUND (Off:0 Def:4),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,349.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,
351,PT11M20.00S,2022-01-25T02:20:53.4Z,3,REGULAR,3pt,Jump Shot,[],1628972,91.5407358738502,94.85294117647058,1610612741,48,61,2022-01-25T02:21:01Z,3420000,224.0,27.0,1,right,T. Brown Jr. 3PT  (8 PTS) (A. Dosunmu 3 AST),"[1628972, 1630245]",1610612741.0,CHI,,22.59,Made,Brown Jr.,T. Brown Jr.,,,,,8.0,A. Dosunmu,1630245.0,3.0,,,,,,,,,,,,,,,,
