actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
356,PT07M02.00S,2021-12-23T02:26:12.1Z,3,REGULAR,foul,personal,['2freethrow'],201145,,,1610612760,68,57,2021-12-23T02:26:21Z,3490000,,,0,,J. Green shooting personal FOUL (2 PF) (Giddey 2 FT),"[201145, 1630581]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,,,,,,,1662.0,2.0,0.0,,,,,,,,Giddey,1630581.0,,
358,PT07M02.00S,2021-12-23T02:26:40.4Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630581,,,1610612760,69,57,2021-12-23T02:26:40Z,3510000,,,0,,J. Giddey Free Throw 1 of 2 (6 PTS),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
359,PT07M02.00S,2021-12-23T02:26:52.6Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630581,,,1610612760,70,57,2021-12-23T02:26:52Z,3520000,,,0,,J. Giddey Free Throw 2 of 2 (7 PTS),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
360,PT06M45.00S,2021-12-23T02:27:12.8Z,3,REGULAR,3pt,Jump Shot,[],201145,7.966491458607096,3.1862745098039214,1610612743,70,57,2021-12-23T02:27:19Z,3530000,234.0,22.0,1,left,MISS J. Green 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,23.52,Missed,,,,,,,,,,,,,,,,,,
361,PT06M39.00S,2021-12-23T02:27:18.8Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,70,57,2021-12-23T02:27:19Z,3540000,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:5),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,360.0,6.0,5.0,1.0,,,,,,,
362,PT06M37.00S,2021-12-23T02:27:20.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630581,94.03745072273325,46.32352941176471,1610612760,72,57,2021-12-23T02:27:25Z,3550000,-18.0,4.0,1,right,J. Giddey running Layup (9 PTS) (D. Favors 2 AST),"[1630581, 202324]",1610612760.0,OKC,running,,,Giddey,J. Giddey,,,,,1.87,Made,9.0,D. Favors,202324.0,2.0,,,,,,,,,,,,,,
364,PT06M14.00S,2021-12-23T02:27:47.1Z,3,REGULAR,foul,personal,['2freethrow'],1630526,,,1610612743,72,57,2021-12-23T02:28:13Z,3570000,,,0,,J. Robinson-Earl shooting personal FOUL (1 PF) (Green 2 FT),"[1630526, 201145]",1610612760.0,OKC,shooting,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,203592.0,1.0,0.0,,,,,,,,Green,201145.0,,
366,PT06M14.00S,2021-12-23T02:28:14.0Z,3,REGULAR,freethrow,1 of 2,[],201145,,,1610612743,72,57,2021-12-23T02:28:14Z,3590000,,,0,,MISS J. Green Free Throw 1 of 2,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,Missed,,,,,,,,,,,,,,,,,,
367,PT06M14.00S,2021-12-23T02:28:14.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,72,57,2021-12-23T02:28:14Z,3600000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,366.0,,,,,,,,,,
368,PT06M14.00S,2021-12-23T02:28:34.6Z,3,REGULAR,freethrow,2 of 2,[],201145,,,1610612743,72,58,2021-12-23T02:28:34Z,3610000,,,0,,J. Green Free Throw 2 of 2 (7 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
369,PT05M55.00S,2021-12-23T02:28:55.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.51182654402102,53.67647058823529,1610612760,72,58,2021-12-23T02:29:01Z,3620000,18.0,8.0,1,right,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,2.03,Missed,,,,,,,,,,,,,,,,,,
370,PT05M51.00S,2021-12-23T02:28:59.2Z,3,REGULAR,rebound,offensive,[],202324,,,1610612760,72,58,2021-12-23T02:29:01Z,3630000,,,0,,D. Favors REBOUND (Off:1 Def:4),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,369.0,5.0,4.0,1.0,,,,,,,
371,PT05M51.00S,2021-12-23T02:28:58.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202324,94.40999984741211,50.0,1610612760,72,58,2021-12-23T02:28:58Z,3640000,0.0,0.0,1,right,MISS D. Favors tip Layup,[202324],1610612760.0,OKC,tip,,,Favors,D. Favors,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
372,PT05M50.00S,2021-12-23T02:28:59.5Z,3,REGULAR,rebound,offensive,[],1630526,,,1610612760,72,58,2021-12-23T02:28:59Z,3650000,,,0,,J. Robinson-Earl REBOUND (Off:3 Def:2),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,371.0,5.0,2.0,3.0,,,,,,,
373,PT05M50.00S,2021-12-23T02:28:59.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630526,95.22010512483574,48.529411764705884,1610612760,72,58,2021-12-23T02:29:06Z,3660000,-7.0,-8.0,1,right,MISS J. Robinson-Earl putback Layup,[1630526],1610612760.0,OKC,putback,,,Robinson-Earl,J. Robinson-Earl,,,,,1.06,Missed,,,,,,,,,,,,,,,,,,
374,PT05M50.00S,2021-12-23T02:28:59.9Z,3,REGULAR,rebound,defensive,[],1628420,,,1610612743,72,58,2021-12-23T02:29:06Z,3670000,,,0,,M. Morris REBOUND (Off:0 Def:2),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,373.0,2.0,2.0,0.0,,,,,,,
375,PT05M48.00S,2021-12-23T02:29:04.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628420,6.521024967148489,49.754901960784316,1610612743,72,60,2021-12-23T02:29:13Z,3680000,1.0,9.0,1,left,M. Morris running Layup (9 PTS),[1628420],1610612743.0,DEN,running,,,Morris,M. Morris,,,,,0.89,Made,9.0,,,,,,,,,,,,,,,,,
376,PT05M48.00S,2021-12-23T02:29:06.7Z,3,REGULAR,foul,personal,['1freethrow'],1629652,,,1610612743,72,60,2021-12-23T02:29:31Z,3690000,,,0,,L. Dort shooting personal FOUL (2 PF) (Morris 1 FT),"[1629652, 1628420]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,,,,,,,1662.0,2.0,0.0,,,,,,,,Morris,1628420.0,,
378,PT05M48.00S,2021-12-23T02:29:32.2Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1628420,,,1610612743,72,61,2021-12-23T02:29:32Z,3710000,,,0,,M. Morris Free Throw 1 of 1 (10 PTS),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
379,PT05M33.00S,2021-12-23T02:29:47.6Z,3,REGULAR,2pt,Jump Shot,[],1630581,73.9323258869908,71.32352941176471,1610612760,74,61,2021-12-23T02:29:53Z,3720000,107.0,193.0,1,right,J. Giddey 22' pullup Jump Shot (11 PTS) (S. Gilgeous-Alexander 7 AST),"[1630581, 1628983]",1610612760.0,OKC,pullup,,,Giddey,J. Giddey,,,,,22.0,Made,11.0,S. Gilgeous-Alexander,1628983.0,7.0,,,,,,,,,,,,,,
380,PT05M19.00S,2021-12-23T02:30:00.6Z,3,REGULAR,3pt,Jump Shot,[],203932,2.8416557161629434,95.58823529411765,1610612743,74,61,2021-12-23T02:30:04Z,3730000,-228.0,-26.0,1,left,MISS A. Gordon 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,22.94,Missed,,,,,,,,,,,,,,,,,,
381,PT05M17.00S,2021-12-23T02:30:02.6Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,74,61,2021-12-23T02:30:04Z,3740000,,,0,,L. Dort REBOUND (Off:1 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,380.0,3.0,2.0,1.0,,,,,,,
382,PT05M12.00S,2021-12-23T02:30:09.1Z,3,REGULAR,turnover,lost ball,[],1629652,,,1610612760,74,61,2021-12-23T02:30:16Z,3750000,,,0,,L. Dort lost ball TURNOVER (3 TO),"[1629652, 203932]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,3.0,Gordon,203932.0,,,,
383,PT05M12.00S,2021-12-23T02:30:09.1Z,3,REGULAR,steal,,[],203932,,,1610612743,74,61,2021-12-23T02:30:11Z,3760000,,,0,,A. Gordon STEAL (1 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
384,PT05M06.00S,2021-12-23T02:30:13.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203115,5.206964520367937,53.92156862745098,1610612743,74,61,2021-12-23T02:33:00Z,3770000,-20.0,-4.0,1,left,MISS W. Barton alley-oop Layup,[203115],1610612743.0,DEN,alley-oop,,,Barton,W. Barton,,,,,1.99,Missed,,,,,,,,,,,,,,,,,,
385,PT05M04.00S,2021-12-23T02:30:15.9Z,3,REGULAR,rebound,defensive,[],202324,,,1610612760,74,61,2021-12-23T02:33:00Z,3780000,,,0,,D. Favors REBOUND (Off:1 Def:5),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,384.0,6.0,5.0,1.0,,,,,,,
386,PT04M59.00S,2021-12-23T02:30:20.9Z,3,REGULAR,3pt,Jump Shot,[],1629652,96.5341655716163,95.09803921568627,1610612760,74,61,2021-12-23T02:30:28Z,3790000,225.0,-20.0,1,right,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,22.64,Missed,,,,,,,,,,,,,,,,,,
387,PT04M56.00S,2021-12-23T02:30:24.5Z,3,REGULAR,rebound,offensive,[],1629652,,,1610612760,74,61,2021-12-23T02:30:24Z,3800000,,,0,,L. Dort REBOUND (Off:2 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,386.0,4.0,2.0,2.0,,,,,,,
388,PT04M52.00S,2021-12-23T02:30:28.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629652,94.03745072273325,4.6568627450980395,1610612760,77,61,2021-12-23T02:30:32Z,3810000,-227.0,4.0,1,right,L. Dort 3PT  (9 PTS) (J. Giddey 3 AST),"[1629652, 1630581]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,22.67,Made,9.0,J. Giddey,1630581.0,3.0,,,,,,,,,,,,,,
390,PT04M51.00S,2021-12-23T02:30:35.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,77,61,2021-12-23T02:30:35Z,3830000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT04M51.00S,2021-12-23T02:32:01.7Z,3,REGULAR,substitution,out,[],203115,,,1610612743,77,61,2021-12-23T02:33:05Z,3840000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,
392,PT04M51.00S,2021-12-23T02:32:01.7Z,3,REGULAR,substitution,out,[],1628420,,,1610612743,77,61,2021-12-23T02:33:05Z,3850000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
393,PT04M51.00S,2021-12-23T02:32:01.7Z,3,REGULAR,substitution,out,[],203999,,,1610612743,77,61,2021-12-23T02:33:05Z,3860000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
394,PT04M51.00S,2021-12-23T02:32:01.7Z,3,REGULAR,substitution,out,[],201145,,,1610612743,77,61,2021-12-23T02:33:05Z,3870000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
395,PT04M51.00S,2021-12-23T02:32:01.7Z,3,REGULAR,substitution,out,[],203932,,,1610612743,77,61,2021-12-23T02:33:05Z,3880000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
396,PT04M51.00S,2021-12-23T02:32:01.7Z,3,REGULAR,substitution,in,[],1630267,,,1610612743,77,61,2021-12-23T02:33:05Z,3890000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
397,PT04M51.00S,2021-12-23T02:32:01.7Z,3,REGULAR,substitution,in,[],203085,,,1610612743,77,61,2021-12-23T02:33:05Z,3900000,,,0,,SUB in: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,
398,PT04M51.00S,2021-12-23T02:32:01.7Z,3,REGULAR,substitution,in,[],1630538,,,1610612743,77,61,2021-12-23T02:33:05Z,3910000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,
399,PT04M51.00S,2021-12-23T02:32:01.7Z,3,REGULAR,substitution,in,[],1628427,,,1610612743,77,61,2021-12-23T02:33:05Z,3920000,,,0,,SUB in: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,
400,PT04M51.00S,2021-12-23T02:32:01.7Z,3,REGULAR,substitution,in,[],203210,,,1610612743,77,61,2021-12-23T02:33:05Z,3930000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
402,PT04M41.00S,2021-12-23T02:33:34.2Z,3,REGULAR,turnover,bad pass,[],1628427,,,1610612743,77,61,2021-12-23T02:33:37Z,3940000,,,0,,V. Cancar bad pass TURNOVER (1 TO),"[1628427, 1628983]",1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,1.0,Gilgeous-Alexander,1628983.0,,,,
403,PT04M41.00S,2021-12-23T02:33:34.2Z,3,REGULAR,steal,,[],1628983,,,1610612760,77,61,2021-12-23T02:33:35Z,3950000,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
404,PT04M31.00S,2021-12-23T02:33:44.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628983,66.44218134034165,55.63725490196079,1610612760,77,61,2021-12-23T02:33:48Z,3960000,28.0,263.0,1,right,MISS S. Gilgeous-Alexander 26' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,26.44,Missed,,,,,,,,,,,,,,,,,,
405,PT04M29.00S,2021-12-23T02:33:46.6Z,3,REGULAR,rebound,offensive,[],1630526,,,1610612760,77,61,2021-12-23T02:33:46Z,3970000,,,0,,J. Robinson-Earl REBOUND (Off:4 Def:2),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,404.0,6.0,2.0,4.0,,,,,,,
406,PT04M19.00S,2021-12-23T02:33:57.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630581,89.96386333771353,40.68627450980392,1610612760,77,61,2021-12-23T02:34:00Z,3980000,-47.0,42.0,1,right,MISS J. Giddey 6' floating Shot,[1630581],1610612760.0,OKC,floating,,,Giddey,J. Giddey,,,,,6.26,Missed,,,,,,,,,,,,,,,,,,
407,PT04M16.00S,2021-12-23T02:34:00.0Z,3,REGULAR,rebound,defensive,[],203210,,,1610612743,77,61,2021-12-23T02:34:00Z,3990000,,,0,,J. Green REBOUND (Off:0 Def:2),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,406.0,2.0,2.0,0.0,,,,,,,
408,PT04M11.00S,2021-12-23T02:34:04.7Z,3,REGULAR,3pt,Jump Shot,[],1630538,27.151773981603156,84.06862745098039,1610612743,77,61,2021-12-23T02:34:13Z,4000000,-170.0,203.0,1,left,MISS B. Hyland 26' 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,26.47,Missed,,,,,,,,,,,,,,,,,,
409,PT04M08.00S,2021-12-23T02:34:07.7Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,77,61,2021-12-23T02:34:13Z,4010000,,,0,,L. Dort REBOUND (Off:2 Def:3),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,408.0,5.0,3.0,2.0,,,,,,,
410,PT04M01.00S,2021-12-23T02:34:15.1Z,3,REGULAR,2pt,Jump Shot,[],202324,79.45137976346912,49.26470588235294,1610612760,79,61,2021-12-23T02:34:20Z,4020000,-4.0,141.0,1,right,D. Favors 14' Jump Shot (10 PTS) (S. Gilgeous-Alexander 8 AST),"[202324, 1628983]",1610612760.0,OKC,,,,Favors,D. Favors,,,,,14.07,Made,10.0,S. Gilgeous-Alexander,1628983.0,8.0,,,,,,,,,,,,,,
412,PT03M41.00S,2021-12-23T02:34:33.9Z,3,REGULAR,3pt,Jump Shot,[],1630538,25.312089356110377,13.23529411764706,1610612743,79,61,2021-12-23T02:34:38Z,4040000,184.0,185.0,1,left,MISS B. Hyland 26' 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,26.11,Missed,,,,,,,,,,,,,,,,,,
413,PT03M39.00S,2021-12-23T02:34:35.9Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,79,61,2021-12-23T02:34:38Z,4050000,,,0,,J. Giddey REBOUND (Off:0 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,412.0,4.0,4.0,0.0,,,,,,,
414,PT03M38.00S,2021-12-23T02:34:43.1Z,3,REGULAR,foul,personal,[],1630267,,,1610612760,79,61,2021-12-23T02:34:51Z,4060000,,,0,,F. Campazzo personal FOUL (1 PF),"[1630267, 1630581]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,203592.0,1.0,0.0,,,,,,,,Giddey,1630581.0,,
416,PT03M38.00S,2021-12-23T02:34:48.4Z,3,REGULAR,substitution,out,[],202324,,,1610612760,79,61,2021-12-23T02:34:51Z,4080000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
417,PT03M38.00S,2021-12-23T02:34:48.4Z,3,REGULAR,substitution,in,[],1629647,,,1610612760,79,61,2021-12-23T02:34:51Z,4090000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,
418,PT03M31.00S,2021-12-23T02:35:08.0Z,3,REGULAR,3pt,Jump Shot,[],1630581,75.50919842312747,87.74509803921569,1610612760,82,61,2021-12-23T02:35:11Z,4100000,189.0,178.0,1,right,J. Giddey 25' 3PT  (14 PTS) (J. Robinson-Earl 1 AST),"[1630581, 1630526]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,25.92,Made,14.0,J. Robinson-Earl,1630526.0,1.0,,,,,,,,,,,,,,
420,PT03M11.00S,2021-12-23T02:35:26.2Z,3,REGULAR,3pt,Jump Shot,[],1628427,30.305519053876477,25.98039215686275,1610612743,82,64,2021-12-23T02:35:30Z,4120000,120.0,232.0,1,left,V. Cancar 26' 3PT  (3 PTS) (A. Rivers 1 AST),"[1628427, 203085]",1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,26.16,Made,3.0,A. Rivers,203085.0,1.0,,,,,,,,,,,,,,
422,PT02M48.00S,2021-12-23T02:35:49.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,94.03745072273325,49.754901960784316,1610612760,82,64,2021-12-23T02:35:54Z,4140000,-1.0,4.0,1,right,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,0.37,Missed,,,,,,,,,,,,,,,,,,
423,PT02M44.00S,2021-12-23T02:35:53.5Z,3,REGULAR,rebound,offensive,[],1629647,,,1610612760,82,64,2021-12-23T02:35:54Z,4150000,,,0,,D. Bazley REBOUND (Off:1 Def:4),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,422.0,5.0,4.0,1.0,,,,,,,
424,PT02M44.00S,2021-12-23T02:35:53.5Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629647,94.40999984741211,50.0,1610612760,84,64,2021-12-23T02:36:26Z,4160000,0.0,0.0,1,right,D. Bazley tip DUNK (10 PTS),[1629647],1610612760.0,OKC,tip,,,Bazley,D. Bazley,,,,,0.0,Made,10.0,,,,,,,,,,,,,,,,,
425,PT02M34.00S,2021-12-23T02:36:04.0Z,3,REGULAR,3pt,Jump Shot,[],203210,31.61957950065703,51.71568627450981,1610612743,84,64,2021-12-23T02:36:08Z,4170000,-9.0,245.0,1,left,MISS J. Green 24' 3PT,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,24.49,Missed,,,,,,,,,,,,,,,,,,
426,PT02M32.00S,2021-12-23T02:36:06.0Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,84,64,2021-12-23T02:36:08Z,4180000,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:6),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,425.0,7.0,6.0,1.0,,,,,,,
427,PT02M25.00S,2021-12-23T02:36:14.9Z,3,REGULAR,foul,personal,['2freethrow'],203085,,,1610612760,84,64,2021-12-23T02:36:20Z,4190000,,,0,,A. Rivers shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[203085, 1628983]",1610612743.0,DEN,shooting,,,Rivers,A. Rivers,,,,,,,,,,,1662.0,1.0,0.0,,,,,,,,Gilgeous-Alexander,1628983.0,,
429,PT02M25.00S,2021-12-23T02:36:38.1Z,3,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,85,64,2021-12-23T02:36:38Z,4210000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (22 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
430,PT02M25.00S,2021-12-23T02:36:38.9Z,3,REGULAR,substitution,out,[],1630581,,,1610612760,85,64,2021-12-23T02:36:51Z,4220000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
431,PT02M25.00S,2021-12-23T02:36:38.9Z,3,REGULAR,substitution,out,[],1630526,,,1610612760,85,64,2021-12-23T02:36:51Z,4230000,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
432,PT02M25.00S,2021-12-23T02:36:38.9Z,3,REGULAR,substitution,in,[],1630544,,,1610612760,85,64,2021-12-23T02:36:51Z,4240000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
433,PT02M25.00S,2021-12-23T02:36:38.9Z,3,REGULAR,substitution,in,[],1630197,,,1610612760,85,64,2021-12-23T02:36:51Z,4250000,,,0,,SUB in: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M25.00S,2021-12-23T02:37:04.1Z,3,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,86,64,2021-12-23T02:37:04Z,4260000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (23 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
435,PT02M18.00S,2021-12-23T02:37:23.6Z,3,REGULAR,violation,kicked ball,[],1629647,,,1610612743,86,64,2021-12-23T02:37:33Z,4270000,,,0,,D. Bazley kicked ball VIOLATION,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,1662.0,,,,,,,,,,,,,
436,PT02M09.00S,2021-12-23T02:37:37.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203085,5.732588699080158,45.83333333333333,1610612743,86,66,2021-12-23T02:39:11Z,4280000,21.0,1.0,1,left,A. Rivers driving Layup (4 PTS) (F. Campazzo 2 AST),"[203085, 1630267]",1610612743.0,DEN,driving,,,Rivers,A. Rivers,,,,,2.08,Made,4.0,F. Campazzo,1630267.0,2.0,,,,,,,,,,,,,,
437,PT01M59.00S,2021-12-23T02:37:49.7Z,3,REGULAR,foul,offensive,[],1629652,,,1610612760,86,66,2021-12-23T02:38:00Z,4290000,,,0,,L. Dort charge offensive FOUL (3 PF),"[1629652, 1630267]",1610612760.0,OKC,charge,,,Dort,L. Dort,,,,,,,,,,,1627963.0,3.0,0.0,,,,,,,,Campazzo,1630267.0,,
439,PT01M59.00S,2021-12-23T02:37:49.7Z,3,REGULAR,turnover,offensive foul,[],1629652,,,1610612760,86,66,2021-12-23T02:37:49Z,4310000,,,0,,L. Dort offensive foul TURNOVER (4 TO),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,1627963.0,,,,,,,4.0,,,,,,
440,PT01M48.00S,2021-12-23T02:38:10.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630267,23.340998685939553,86.76470588235294,1610612743,86,66,2021-12-23T02:38:15Z,4320000,-184.0,167.0,1,left,MISS F. Campazzo 24' 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,24.83,Missed,,,,,,,,,,,,,,,,,,
441,PT01M44.00S,2021-12-23T02:38:14.6Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,86,66,2021-12-23T02:38:15Z,4330000,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:7),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,440.0,8.0,7.0,1.0,,,,,,,
