actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
439,PT03M43.00S,2021-12-16T02:40:51.3Z,3,REGULAR,substitution,in,[],202066,,,1610612760,65,69,2021-12-16T02:41:38Z,4360000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT03M43.00S,2021-12-16T02:40:51.3Z,3,REGULAR,substitution,in,[],1626195,,,1610612760,65,69,2021-12-16T02:41:38Z,4370000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT03M36.00S,2021-12-16T02:42:04.7Z,3,REGULAR,3pt,Jump Shot,[],1630581,18.873193166885677,93.87254901960785,1610612760,65,69,2021-12-16T02:42:08Z,4380000,-219.0,125.0,1,left,MISS J. Giddey 25' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,25.25,Missed,,,,,,,,,,,,,,
442,PT03M34.00S,2021-12-16T02:42:06.7Z,3,REGULAR,rebound,defensive,[],202066,,,1610612740,65,69,2021-12-16T02:42:08Z,4390000,,,0,,G. Temple REBOUND (Off:0 Def:2),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,441.0,2.0,2.0,0.0,,,,,,,,,,
443,PT03M16.00S,2021-12-16T02:42:24.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,91.80354796320631,50.245098039215684,1610612740,65,69,2021-12-16T02:42:29Z,4400000,1.0,25.0,1,right,MISS N. Alexander-Walker driving Layup - blocked,"[1629638, 1628983]",1610612740.0,NOP,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,2.45,Missed,,,,,,,,,,,,Gilgeous-Alexander,1628983.0,
444,PT03M16.00S,2021-12-16T02:42:24.7Z,3,REGULAR,block,,[],1628983,,,1610612740,65,69,2021-12-16T02:42:27Z,4410000,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M12.00S,2021-12-16T02:42:28.7Z,3,REGULAR,rebound,offensive,[],203107,,,1610612740,65,69,2021-12-16T02:42:29Z,4420000,,,0,,T. Satoransky REBOUND (Off:1 Def:0),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,443.0,1.0,0.0,1.0,,,,,,,,,,
446,PT03M11.00S,2021-12-16T02:42:29.8Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1627742,88.12417871222075,11.519607843137255,1610612740,65,69,2021-12-16T02:42:33Z,4430000,-192.0,59.0,1,right,MISS B. Ingram 20' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,,,,,,20.13,Missed,,,,,,,,,,,,,,
447,PT03M08.00S,2021-12-16T02:42:32.4Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,65,69,2021-12-16T02:42:32Z,4440000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,446.0,3.0,3.0,0.0,,,,,,,,,,
448,PT02M57.00S,2021-12-16T02:42:43.3Z,3,REGULAR,3pt,Jump Shot,[],1628983,18.2161629434954,94.36274509803921,1610612760,65,69,2021-12-16T02:42:52Z,4450000,-222.0,119.0,1,left,MISS S. Gilgeous-Alexander 25' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,25.16,Missed,,,,,,,,,,,,,,
449,PT02M53.00S,2021-12-16T02:42:47.3Z,3,REGULAR,rebound,defensive,[],1629638,,,1610612740,65,69,2021-12-16T02:42:48Z,4460000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:3),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,448.0,3.0,3.0,0.0,,,,,,,,,,
450,PT02M44.00S,2021-12-16T02:42:56.1Z,3,REGULAR,3pt,Jump Shot,[],203107,84.57621550591328,4.166666666666666,1610612740,65,69,2021-12-16T02:43:00Z,4470000,-229.0,92.0,1,right,MISS T. Satoransky 24' 3PT,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,24.72,Missed,,,,,,,,,,,,,,
451,PT02M41.00S,2021-12-16T02:42:59.1Z,3,REGULAR,rebound,defensive,[],1630526,,,1610612760,65,69,2021-12-16T02:43:00Z,4480000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:5),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,450.0,5.0,5.0,0.0,,,,,,,,,,
452,PT02M34.00S,2021-12-16T02:43:07.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,16.113666228646515,64.4607843137255,1610612760,67,69,2021-12-16T02:43:10Z,4490000,-72.0,99.0,1,left,S. Gilgeous-Alexander 12' pullup Jump Shot (19 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,12.26,Made,,,,,19.0,,,,,,,,,
453,PT02M17.00S,2021-12-16T02:43:23.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,93.64323258869908,53.92156862745098,1610612740,67,71,2021-12-16T02:46:09Z,4500000,20.0,7.0,1,right,N. Alexander-Walker driving Layup (6 PTS),[1629638],1610612740.0,NOP,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,2.09,Made,,,,,6.0,,,,,,,,,
454,PT01M58.00S,2021-12-16T02:43:42.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,4.944152431011826,55.88235294117647,1610612760,69,71,2021-12-16T02:43:46Z,4510000,-29.0,-6.0,1,left,T. Mann driving Layup (9 PTS),[1630544],1610612760.0,OKC,driving,,,Mann,T. Mann,,,,,,,,,,3.0,Made,,,,,9.0,,,,,,,,,
455,PT01M45.00S,2021-12-16T02:43:55.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629638,83.919185282523,64.4607843137255,1610612740,69,71,2021-12-16T02:47:08Z,4520000,72.0,99.0,1,right,MISS N. Alexander-Walker 12' pullup Shot,[1629638],1610612740.0,NOP,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,12.23,Missed,,,,,,,,,,,,,,
456,PT01M42.00S,2021-12-16T02:43:58.6Z,3,REGULAR,rebound,offensive,[],203107,,,1610612740,69,71,2021-12-16T02:47:08Z,4530000,,,0,,T. Satoransky REBOUND (Off:2 Def:0),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,455.0,2.0,0.0,2.0,,,,,,,,,,
457,PT01M40.00S,2021-12-16T02:44:00.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203107,89.96386333771353,49.01960784313725,1610612740,69,71,2021-12-16T02:44:05Z,4540000,-5.0,42.0,1,right,MISS T. Satoransky putback Layup,[203107],1610612740.0,NOP,putback,,,Satoransky,T. Satoransky,,,,,,,,,,4.21,Missed,,,,,,,,,,,,,,
458,PT01M38.00S,2021-12-16T02:44:02.6Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,69,71,2021-12-16T02:49:53Z,4550000,,,0,,J. Giddey REBOUND (Off:1 Def:5),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,457.0,6.0,5.0,1.0,,,,,,,,,,
459,PT01M31.00S,2021-12-16T02:44:10.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628983,5.732588699080158,49.50980392156863,1610612760,71,71,2021-12-16T02:44:15Z,4560000,2.0,1.0,1,left,S. Gilgeous-Alexander driving DUNK (21 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,0.29,Made,,,,,21.0,,,,,,,,,
460,PT01M10.00S,2021-12-16T02:44:32.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1626195,92.32917214191852,51.225490196078425,1610612740,71,73,2021-12-16T02:44:43Z,4570000,6.0,20.0,1,right,W. Hernangomez Layup (5 PTS) (B. Ingram 3 AST),"[1626195, 1627742]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,2.05,Made,,,,,5.0,B. Ingram,1627742.0,3.0,,,,,,
462,PT01M10.00S,2021-12-16T02:44:36.8Z,3,REGULAR,violation,defensive goaltending,[],1630544,,,1610612740,71,73,2021-12-16T02:44:43Z,4590000,,,0,,T. Mann defensive goaltending VIOLATION,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,201639.0,,,,,,,,,,,,,,,,,,,,
463,PT01M00.00S,2021-12-16T02:44:55.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,4.944152431011826,53.18627450980392,1610612760,73,73,2021-12-16T02:44:58Z,4600000,-16.0,-6.0,1,left,J. Giddey Layup (15 PTS) (K. Williams 3 AST),"[1630581, 1629026]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,1.7,Made,,,,,15.0,K. Williams,1629026.0,3.0,,,,,,
465,PT00M45.70S,2021-12-16T02:45:12.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630544,,,1610612740,73,73,2021-12-16T02:45:25Z,4620000,,,0,,T. Mann personal FOUL (5 PF) (Alexander-Walker 2 FT),"[1630544, 1629638]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,1193.0,5.0,0.0,Alexander-Walker,1629638.0,,,,,,,,,,,,,,,,
467,PT00M45.70S,2021-12-16T02:45:41.9Z,3,REGULAR,freethrow,1 of 2,[],1629638,,,1610612740,73,73,2021-12-16T02:46:08Z,4640000,,,0,,MISS N. Alexander-Walker Free Throw 1 of 2,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,Missed,,,,,,,,,,,,,,
468,PT00M45.70S,2021-12-16T02:45:41.9Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,73,73,2021-12-16T02:46:08Z,4650000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,467.0,,,,,,,,,,,,,
469,PT00M45.70S,2021-12-16T02:45:44.8Z,3,REGULAR,substitution,out,[],1627742,,,1610612740,73,73,2021-12-16T02:45:49Z,4660000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT00M45.70S,2021-12-16T02:45:44.8Z,3,REGULAR,substitution,in,[],1630529,,,1610612740,73,73,2021-12-16T02:45:49Z,4670000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT00M45.70S,2021-12-16T02:45:41.9Z,3,REGULAR,freethrow,2 of 2,[],1629638,,,1610612740,73,73,2021-12-16T02:46:08Z,4680000,,,0,,MISS N. Alexander-Walker Free Throw 2 of 2,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,Missed,,,,,,,,,,,,,,
472,PT00M44.20S,2021-12-16T02:45:43.4Z,3,REGULAR,rebound,defensive,[],1628983,,,1610612760,73,73,2021-12-16T02:46:08Z,4690000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:4),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,471.0,4.0,4.0,0.0,,,,,,,,,,
473,PT00M34.60S,2021-12-16T02:46:16.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628983,7.30946123521682,41.66666666666667,1610612760,73,73,2021-12-16T02:51:03Z,4700000,42.0,16.0,1,left,MISS S. Gilgeous-Alexander driving DUNK - blocked,"[1628983, 1626195]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,4.47,Missed,,,,,,,,,,,,Hernangomez,1626195.0,
474,PT00M34.60S,2021-12-16T02:46:16.4Z,3,REGULAR,block,,[],1626195,,,1610612760,73,73,2021-12-16T02:46:19Z,4710000,,,0,,W. Hernangomez BLOCK (1 BLK),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT00M33.60S,2021-12-16T02:46:17.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612760,73,73,2021-12-16T02:46:25Z,4720000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,473.0,,,,,,,,,,,,,
476,PT00M33.60S,2021-12-16T02:46:21.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,73,73,2021-12-16T02:46:21Z,4730000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT00M32.40S,2021-12-16T02:46:42.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626195,,,1610612760,73,73,2021-12-16T02:46:53Z,4740000,,,0,,W. Hernangomez shooting personal FOUL (1 PF) (Robinson-Earl 2 FT),"[1626195, 1630526]",1610612740.0,NOP,shooting,,,Hernangomez,W. Hernangomez,,,,,1628954.0,1.0,0.0,Robinson-Earl,1630526.0,,,,,,,,,,,,,,,,
479,PT00M32.40S,2021-12-16T02:47:05.5Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630526,,,1610612760,74,73,2021-12-16T02:47:05Z,4760000,,,0,,J. Robinson-Earl Free Throw 1 of 2 (3 PTS),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,Made,,,,,3.0,,,,,,,,,
480,PT00M32.40S,2021-12-16T02:47:06.3Z,3,REGULAR,substitution,out,[],1630544,,,1610612760,74,73,2021-12-16T02:47:10Z,4770000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT00M32.40S,2021-12-16T02:47:06.3Z,3,REGULAR,substitution,in,[],1630177,,,1610612760,74,73,2021-12-16T02:47:10Z,4780000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT00M32.40S,2021-12-16T02:47:26.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630526,,,1610612760,75,73,2021-12-16T02:47:26Z,4790000,,,0,,J. Robinson-Earl Free Throw 2 of 2 (4 PTS),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,Made,,,,,4.0,,,,,,,,,
483,PT00M14.50S,2021-12-16T02:47:49.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626195,92.59198423127464,50.73529411764706,1610612740,75,75,2021-12-16T02:47:56Z,4800000,4.0,17.0,1,right,W. Hernangomez reverse DUNK (7 PTS) (T. Satoransky 1 AST),"[1626195, 203107]",1610612740.0,NOP,reverse,,,Hernangomez,W. Hernangomez,,,,,,,,,,1.75,Made,,,,,7.0,T. Satoransky,203107.0,1.0,,,,,,
485,PT00M05.90S,2021-12-16T02:48:00.7Z,3,REGULAR,3pt,Jump Shot,[],1629026,2.8416557161629434,4.411764705882353,1610612760,75,75,2021-12-16T02:52:57Z,4820000,228.0,-26.0,1,left,MISS K. Williams pullup 3PT,[1629026],1610612760.0,OKC,pullup,,,Williams,K. Williams,,,,,,,,,,22.94,Missed,,,,,,,,,,,,,,
486,PT00M02.90S,2021-12-16T02:48:03.7Z,3,REGULAR,rebound,offensive,[],1630177,,,1610612760,75,75,2021-12-16T02:48:03Z,4830000,,,0,,T. Maledon REBOUND (Off:1 Def:0),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,485.0,1.0,0.0,1.0,,,,,,,,,,
487,PT00M02.90S,2021-12-16T02:48:03.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630177,5.590000152587891,50.0,1610612760,75,75,2021-12-16T02:48:03Z,4840000,0.0,0.0,1,left,MISS T. Maledon tip Layup,[1630177],1610612760.0,OKC,tip,,,Maledon,T. Maledon,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,
488,PT00M02.40S,2021-12-16T02:48:04.3Z,3,REGULAR,rebound,offensive,[],1630581,,,1610612760,75,75,2021-12-16T02:48:04Z,4850000,,,0,,J. Giddey REBOUND (Off:2 Def:5),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,487.0,7.0,5.0,2.0,,,,,,,,,,
489,PT00M01.70S,2021-12-16T02:48:05.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629026,7.966491458607096,4.901960784313726,1610612760,78,75,2021-12-16T02:53:02Z,4860000,225.0,22.0,1,left,K. Williams 3PT  (14 PTS) (J. Giddey 4 AST),"[1629026, 1630581]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,22.66,Made,,,,,14.0,J. Giddey,1630581.0,4.0,,,,,,
491,PT00M00.00S,2021-12-16T02:48:12.2Z,3,REGULAR,3pt,Jump Shot,[],1630529,47.65111695137976,72.30392156862744,1610612740,78,75,2021-12-16T02:48:18Z,4880000,112.0,440.0,1,right,MISS H. Jones 45' pullup 3PT,[1630529],1610612740.0,NOP,pullup,,,Jones,H. Jones,,,,,,,,,,45.35,Missed,,,,,,,,,,,,,,
492,PT00M00.00S,2021-12-16T02:48:14.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,78,75,2021-12-16T02:48:14Z,4890000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,491.0,,,,,,,,,,,,,
493,PT00M00.00S,2021-12-16T02:48:27.8Z,3,REGULAR,period,end,[],0,,,1610612740,78,75,2021-12-16T02:48:27Z,4900000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2021-12-16T02:48:31.0Z,4,REGULAR,substitution,out,['startperiod'],1628983,,,1610612740,78,75,2021-12-16T02:50:46Z,4910000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2021-12-16T02:48:31.0Z,4,REGULAR,substitution,out,['startperiod'],1630581,,,1610612740,78,75,2021-12-16T02:50:46Z,4920000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2021-12-16T02:48:31.0Z,4,REGULAR,substitution,out,['startperiod'],1630177,,,1610612740,78,75,2021-12-16T02:50:46Z,4930000,,,0,,SUB out: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2021-12-16T02:48:31.0Z,4,REGULAR,substitution,out,['startperiod'],1630529,,,1610612740,78,75,2021-12-16T02:50:46Z,4940000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT12M00.00S,2021-12-16T02:48:31.0Z,4,REGULAR,substitution,out,['startperiod'],1626195,,,1610612740,78,75,2021-12-16T02:50:46Z,4950000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT12M00.00S,2021-12-16T02:48:31.0Z,4,REGULAR,substitution,out,['startperiod'],203107,,,1610612740,78,75,2021-12-16T02:50:46Z,4960000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT12M00.00S,2021-12-16T02:48:31.0Z,4,REGULAR,substitution,in,['startperiod'],1630544,,,1610612740,78,75,2021-12-16T02:50:46Z,4970000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2021-12-16T02:48:31.0Z,4,REGULAR,substitution,in,['startperiod'],203488,,,1610612740,78,75,2021-12-16T02:50:46Z,4980000,,,0,,SUB in: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2021-12-16T02:48:31.0Z,4,REGULAR,substitution,in,['startperiod'],1629660,,,1610612740,78,75,2021-12-16T02:50:46Z,4990000,,,0,,SUB in: T. Jerome,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2021-12-16T02:48:31.0Z,4,REGULAR,substitution,in,['startperiod'],202685,,,1610612740,78,75,2021-12-16T02:50:46Z,5000000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2021-12-16T02:48:31.0Z,4,REGULAR,substitution,in,['startperiod'],1628984,,,1610612740,78,75,2021-12-16T02:50:46Z,5010000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2021-12-16T02:48:31.0Z,4,REGULAR,substitution,in,['startperiod'],1628404,,,1610612740,78,75,2021-12-16T02:50:46Z,5020000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2021-12-16T02:50:57.5Z,4,REGULAR,period,start,[],0,,,1610612760,78,75,2021-12-16T02:50:57Z,5030000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT11M50.00S,2021-12-16T02:51:06.7Z,4,REGULAR,3pt,Jump Shot,[],1629660,27.020367936925098,15.686274509803921,1610612760,78,75,2021-12-16T02:51:12Z,5040000,172.0,201.0,1,left,MISS T. Jerome 26' 3PT,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,26.47,Missed,,,,,,,,,,,,,,
508,PT11M46.00S,2021-12-16T02:51:10.7Z,4,REGULAR,rebound,defensive,[],202685,,,1610612740,78,75,2021-12-16T02:51:12Z,5050000,,,0,,J. Valanciunas REBOUND (Off:4 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,507.0,11.0,7.0,4.0,,,,,,,,,,
509,PT11M30.00S,2021-12-16T02:51:26.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202685,90.88370565045992,44.85294117647059,1610612740,78,77,2021-12-16T02:51:31Z,5060000,-26.0,33.0,1,right,J. Valanciunas Hook (14 PTS) (D. Graham 7 AST),"[202685, 1628984]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,4.2,Made,,,,,14.0,D. Graham,1628984.0,7.0,,,,,,
511,PT11M08.00S,2021-12-16T02:51:47.9Z,4,REGULAR,3pt,Jump Shot,[],203488,22.158344283837057,6.127450980392156,1610612760,81,77,2021-12-16T02:51:52Z,5080000,219.0,156.0,1,left,M. Muscala 26' 3PT  (8 PTS) (T. Jerome 2 AST),"[203488, 1629660]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,26.91,Made,,,,,8.0,T. Jerome,1629660.0,2.0,,,,,,
513,PT10M50.00S,2021-12-16T02:52:06.3Z,4,REGULAR,3pt,Jump Shot,[],1628984,71.30420499342969,80.14705882352942,1610612740,81,77,2021-12-16T02:52:11Z,5100000,151.0,217.0,1,right,MISS D. Graham 26' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,26.44,Missed,,,,,,,,,,,,,,
514,PT10M46.00S,2021-12-16T02:52:10.3Z,4,REGULAR,rebound,offensive,[],202685,,,1610612740,81,77,2021-12-16T02:52:11Z,5110000,,,0,,J. Valanciunas REBOUND (Off:5 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,513.0,12.0,7.0,5.0,,,,,,,,,,
515,PT10M45.00S,2021-12-16T02:52:10.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,92.32917214191852,49.754901960784316,1610612740,81,79,2021-12-16T02:52:14Z,5120000,-1.0,20.0,1,right,J. Valanciunas putback Layup (16 PTS),[202685],1610612740.0,NOP,putback,,,Valanciunas,J. Valanciunas,,,,,,,,,,1.96,Made,,,,,16.0,,,,,,,,,
516,PT10M29.00S,2021-12-16T02:52:26.9Z,4,REGULAR,3pt,Jump Shot,[],1630526,29.77989487516426,26.225490196078432,1610612760,81,79,2021-12-16T02:52:31Z,5130000,119.0,227.0,1,left,MISS J. Robinson-Earl 25' 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,25.66,Missed,,,,,,,,,,,,,,
517,PT10M27.00S,2021-12-16T02:52:28.9Z,4,REGULAR,rebound,defensive,[],1628984,,,1610612740,81,79,2021-12-16T02:52:31Z,5140000,,,0,,D. Graham REBOUND (Off:0 Def:4),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,516.0,4.0,4.0,0.0,,,,,,,,,,
518,PT10M20.00S,2021-12-16T02:52:39.7Z,4,REGULAR,foul,personal,[],1629660,,,1610612740,81,79,2021-12-16T02:52:47Z,5150000,,,0,,T. Jerome personal FOUL (2 PF),"[1629660, 1628404]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,1628954.0,2.0,0.0,Hart,1628404.0,,,,,,,,,,,,,,,,
520,PT10M14.00S,2021-12-16T02:53:07.4Z,4,REGULAR,3pt,Jump Shot,[],1629638,78.66294349540078,10.53921568627451,1610612740,81,79,2021-12-16T02:53:11Z,5170000,-197.0,148.0,1,right,MISS N. Alexander-Walker 24' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,24.67,Missed,,,,,,,,,,,,,,
521,PT10M11.00S,2021-12-16T02:53:10.4Z,4,REGULAR,rebound,offensive,[],202685,,,1610612740,81,79,2021-12-16T02:53:11Z,5180000,,,0,,J. Valanciunas REBOUND (Off:6 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,520.0,13.0,7.0,6.0,,,,,,,,,,
