actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
263,PT02M30.00S,2021-12-19T01:55:47.6Z,2,REGULAR,turnover,bad pass,[],1628983,,,1610612760,50,42,2021-12-19T01:55:51Z,2600000,,,0,,S. Gilgeous-Alexander bad pass TURNOVER (1 TO),"[1628983, 202704]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,1.0,Jackson,202704.0,,,,,,,,,,,,,,,,,
264,PT02M30.00S,2021-12-19T01:55:47.6Z,2,REGULAR,steal,,[],202704,,,1610612746,50,42,2021-12-19T01:55:49Z,2610000,,,0,,R. Jackson STEAL (2 STL),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT02M25.00S,2021-12-19T01:55:54.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629611,10.200394218134035,49.26470588235294,1610612746,50,44,2021-12-19T01:58:32Z,2620000,4.0,43.0,1,left,T. Mann driving Layup (9 PTS) (R. Jackson 4 AST),"[1629611, 202704]",1610612746.0,LAC,driving,,,Mann,T. Mann,,,,,,,,,4.36,Made,9.0,R. Jackson,202704.0,4.0,,,,,,,,,,,
267,PT02M25.00S,2021-12-19T01:55:57.6Z,2,REGULAR,foul,personal,['1freethrow'],1628983,,,1610612746,50,44,2021-12-19T01:56:03Z,2640000,,,0,,S. Gilgeous-Alexander shooting personal FOUL (3 PF) (Mann 1 FT),"[1628983, 1629611]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,202027.0,,,,,,,,,,,,,,3.0,0.0,Mann,1629611.0,,,
269,PT02M25.00S,2021-12-19T01:56:19.9Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1629611,,,1610612746,50,45,2021-12-19T01:56:19Z,2660000,,,0,,T. Mann Free Throw 1 of 1 (10 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
270,PT02M17.00S,2021-12-19T01:56:29.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,91.5407358738502,45.83333333333333,1610612760,50,45,2021-12-19T01:56:34Z,2670000,-21.0,27.0,1,right,MISS J. Giddey driving Layup - blocked,"[1630581, 1629611]",1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,,,,,3.41,Missed,,,,,,,,,,,,,Mann,1629611.0,
271,PT02M17.00S,2021-12-19T01:56:29.4Z,2,REGULAR,block,,[],1629611,,,1610612760,50,45,2021-12-19T01:56:32Z,2680000,,,0,,T. Mann BLOCK (1 BLK),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT02M13.00S,2021-12-19T01:56:33.4Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612746,50,45,2021-12-19T01:56:34Z,2690000,,,0,,L. Kennard REBOUND (Off:0 Def:4),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,270.0,4.0,4.0,0.0,,,,,,,
273,PT02M01.00S,2021-12-19T01:56:47.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,50,45,2021-12-19T01:56:47Z,2700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT01M56.00S,2021-12-19T01:57:13.5Z,2,REGULAR,foul,offensive,[],201587,,,1610612746,50,45,2021-12-19T01:57:20Z,2710000,,,0,,N. Batum offensive FOUL (1 PF),"[201587, 1629652]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,202027.0,,,,,,,,,,,,,,1.0,0.0,Dort,1629652.0,,,
276,PT01M56.00S,2021-12-19T01:57:13.5Z,2,REGULAR,turnover,offensive foul,[],201587,,,1610612746,50,45,2021-12-19T01:57:13Z,2730000,,,0,,N. Batum offensive foul TURNOVER (2 TO),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,202027.0,2.0,,,,,,,,,,,,,,,,,,,
277,PT01M56.00S,2021-12-19T01:57:31.1Z,2,REGULAR,substitution,out,[],202704,,,1610612760,50,45,2021-12-19T01:57:49Z,2740000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT01M56.00S,2021-12-19T01:57:31.1Z,2,REGULAR,substitution,in,[],202339,,,1610612760,50,45,2021-12-19T01:57:49Z,2750000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT01M39.00S,2021-12-19T01:58:15.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630544,92.46057818659659,46.32352941176471,1610612760,50,45,2021-12-19T01:58:19Z,2760000,-18.0,18.0,1,right,MISS T. Mann driving Layup,[1630544],1610612760.0,OKC,driving,,,Mann,T. Mann,,,,,,,,,2.6,Missed,,,,,,,,,,,,,,,
280,PT01M36.00S,2021-12-19T01:58:18.3Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,50,45,2021-12-19T01:58:19Z,2770000,,,0,,T. Mann REBOUND (Off:1 Def:3),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,279.0,4.0,3.0,1.0,,,,,,,
281,PT01M30.00S,2021-12-19T01:58:23.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,10.726018396846255,36.51960784313725,1610612746,50,47,2021-12-19T01:58:27Z,2780000,67.0,48.0,1,left,T. Mann 8' driving Layup (12 PTS),[1629611],1610612746.0,LAC,driving,,,Mann,T. Mann,,,,,,,,,8.29,Made,12.0,,,,,,,,,,,,,,
282,PT01M23.00S,2021-12-19T01:58:30.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,93.51182654402102,47.05882352941176,1610612760,52,47,2021-12-19T01:58:34Z,2790000,-15.0,8.0,1,right,L. Dort driving Layup (12 PTS) (J. Giddey 5 AST),"[1629652, 1630581]",1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,,,,,1.7,Made,12.0,J. Giddey,1630581.0,5.0,,,,,,,,,,,
284,PT01M11.00S,2021-12-19T01:58:44.5Z,2,REGULAR,violation,kicked ball,[],1628983,,,1610612746,52,47,2021-12-19T01:58:52Z,2810000,,,0,,S. Gilgeous-Alexander kicked ball VIOLATION,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,202027.0,,,,,,,,,,,,,,,,,,,,
285,PT01M04.00S,2021-12-19T01:59:14.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,17.95335085413929,37.00980392156863,1610612746,52,49,2021-12-19T02:01:59Z,2820000,65.0,116.0,1,left,L. Kennard 13' driving floating Jump Shot (14 PTS) (E. Bledsoe 2 AST),"[1628379, 202339]",1610612746.0,LAC,driving floating,,,Kennard,L. Kennard,,,,,,,,,13.32,Made,14.0,E. Bledsoe,202339.0,2.0,,,,,,,,,,,
287,PT01M04.00S,2021-12-19T01:59:18.9Z,2,REGULAR,foul,personal,['1freethrow'],1630544,,,1610612746,52,49,2021-12-19T01:59:51Z,2840000,,,0,,T. Mann shooting personal FOUL (2 PF) (Kennard 1 FT),"[1630544, 1628379]",1610612760.0,OKC,shooting,,,Mann,T. Mann,,,,,202058.0,,,,,,,,,,,,,,2.0,1.0,Kennard,1628379.0,,,
289,PT01M04.00S,2021-12-19T01:59:44.8Z,2,REGULAR,freethrow,1 of 1,[],1628379,,,1610612746,52,50,2021-12-19T01:59:44Z,2860000,,,0,,L. Kennard Free Throw 1 of 1 (15 PTS),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
290,PT00M57.50S,2021-12-19T01:59:53.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203488,93.38042049934296,51.470588235294116,1610612760,54,50,2021-12-19T02:00:00Z,2870000,7.0,10.0,1,right,M. Muscala cutting DUNK (2 PTS) (S. Gilgeous-Alexander 4 AST),"[203488, 1628983]",1610612760.0,OKC,cutting,,,Muscala,M. Muscala,,,,,,,,,1.22,Made,2.0,S. Gilgeous-Alexander,1628983.0,4.0,,,,,,,,,,,
292,PT00M40.40S,2021-12-19T02:00:10.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,17.95335085413929,41.17647058823529,1610612746,54,50,2021-12-19T02:00:16Z,2890000,44.0,116.0,1,left,MISS T. Mann 12' step back Shot,[1629611],1610612746.0,LAC,step back,,,Mann,T. Mann,,,,,,,,,12.44,Missed,,,,,,,,,,,,,,,
293,PT00M37.50S,2021-12-19T02:00:13.1Z,2,REGULAR,rebound,offensive,[],1626159,,,1610612746,54,50,2021-12-19T02:00:16Z,2900000,,,0,,J. Winslow REBOUND (Off:2 Def:2),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,292.0,4.0,2.0,2.0,,,,,,,
294,PT00M36.30S,2021-12-19T02:00:14.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626159,10.726018396846255,41.17647058823529,1610612746,54,50,2021-12-19T02:03:34Z,2910000,44.0,48.0,1,left,MISS J. Winslow 6' putback Layup,[1626159],1610612746.0,LAC,putback,,,Winslow,J. Winslow,,,,,,,,,6.54,Missed,,,,,,,,,,,,,,,
295,PT00M34.40S,2021-12-19T02:00:16.1Z,2,REGULAR,rebound,offensive,[],1626159,,,1610612746,54,50,2021-12-19T02:02:48Z,2920000,,,0,,J. Winslow REBOUND (Off:3 Def:2),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,294.0,5.0,2.0,3.0,,,,,,,
296,PT00M33.10S,2021-12-19T02:00:18.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626159,9.017739816031538,59.55882352941176,1610612746,54,52,2021-12-19T02:00:27Z,2930000,-48.0,32.0,1,left,J. Winslow putback Layup (9 PTS),[1626159],1610612746.0,LAC,putback,,,Winslow,J. Winslow,,,,,,,,,5.77,Made,9.0,,,,,,,,,,,,,,
297,PT00M27.70S,2021-12-19T02:00:28.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,91.93495400788436,50.245098039215684,1610612760,56,52,2021-12-19T02:04:15Z,2940000,1.0,23.0,1,right,L. Dort driving floating Jump Shot (14 PTS),[1629652],1610612760.0,OKC,driving floating,,,Dort,L. Dort,,,,,,,,,2.33,Made,14.0,,,,,,,,,,,,,,
298,PT00M27.70S,2021-12-19T02:00:31.1Z,2,REGULAR,foul,personal,['1freethrow'],1629611,,,1610612760,56,52,2021-12-19T02:01:02Z,2950000,,,0,,T. Mann shooting personal FOUL (2 PF) (Dort 1 FT),"[1629611, 1629652]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,202058.0,,,,,,,,,,,,,,2.0,0.0,Dort,1629652.0,,,
300,PT00M27.70S,2021-12-19T02:00:38.7Z,2,REGULAR,substitution,out,[],1628983,,,1610612760,56,52,2021-12-19T02:02:07Z,2970000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT00M27.70S,2021-12-19T02:00:38.7Z,2,REGULAR,substitution,out,[],1630544,,,1610612760,56,52,2021-12-19T02:02:07Z,2980000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT00M27.70S,2021-12-19T02:00:38.7Z,2,REGULAR,substitution,in,[],1630598,,,1610612760,56,52,2021-12-19T02:02:07Z,2990000,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT00M27.70S,2021-12-19T02:00:38.7Z,2,REGULAR,substitution,in,[],1629647,,,1610612760,56,52,2021-12-19T02:02:07Z,3000000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT00M27.70S,2021-12-19T02:00:49.4Z,2,REGULAR,substitution,out,[],1626159,,,1610612760,56,52,2021-12-19T02:02:07Z,3010000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M27.70S,2021-12-19T02:00:49.4Z,2,REGULAR,substitution,in,[],202704,,,1610612760,56,52,2021-12-19T02:02:07Z,3020000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT00M27.70S,2021-12-19T02:01:14.5Z,2,REGULAR,freethrow,1 of 1,[],1629652,,,1610612760,57,52,2021-12-19T02:01:14Z,3030000,,,0,,L. Dort Free Throw 1 of 1 (15 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
307,PT00M04.80S,2021-12-19T02:01:40.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,57,52,2021-12-19T02:01:56Z,3040000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT00M03.90S,2021-12-19T02:02:03.6Z,2,REGULAR,3pt,Jump Shot,[],202704,39.37253613666228,78.67647058823529,1610612746,57,52,2021-12-19T02:02:09Z,3050000,-143.0,318.0,1,left,MISS R. Jackson 34' 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,34.85,Missed,,,,,,,,,,,,,,,
309,PT00M03.90S,2021-12-19T02:02:03.6Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,57,52,2021-12-19T02:02:09Z,3060000,,,0,,J. Giddey REBOUND (Off:1 Def:5),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,308.0,6.0,5.0,1.0,,,,,,,
310,PT00M00.00S,2021-12-19T02:02:27.8Z,2,REGULAR,period,end,[],0,,,1610612760,57,52,2021-12-19T02:02:27Z,3070000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2021-12-19T02:02:31.5Z,3,REGULAR,substitution,out,['startperiod'],1629647,,,1610612760,57,52,2021-12-19T02:17:00Z,3080000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2021-12-19T02:02:31.5Z,3,REGULAR,substitution,out,['startperiod'],203488,,,1610612760,57,52,2021-12-19T02:17:00Z,3090000,,,0,,SUB out: M. Muscala,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2021-12-19T02:02:31.5Z,3,REGULAR,substitution,out,['startperiod'],202339,,,1610612760,57,52,2021-12-19T02:17:00Z,3100000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2021-12-19T02:02:31.5Z,3,REGULAR,substitution,out,['startperiod'],201587,,,1610612760,57,52,2021-12-19T02:17:00Z,3110000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2021-12-19T02:02:31.5Z,3,REGULAR,substitution,in,['startperiod'],1628983,,,1610612760,57,52,2021-12-19T02:17:00Z,3120000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2021-12-19T02:02:31.5Z,3,REGULAR,substitution,in,['startperiod'],1630526,,,1610612760,57,52,2021-12-19T02:17:00Z,3130000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2021-12-19T02:02:31.5Z,3,REGULAR,substitution,in,['startperiod'],1627826,,,1610612760,57,52,2021-12-19T02:17:00Z,3140000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2021-12-19T02:02:31.5Z,3,REGULAR,substitution,in,['startperiod'],1626159,,,1610612760,57,52,2021-12-19T02:17:00Z,3150000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2021-12-19T02:17:28.3Z,3,REGULAR,period,start,[],0,,,1610612760,57,52,2021-12-19T02:17:28Z,3160000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT11M43.00S,2021-12-19T02:17:44.6Z,3,REGULAR,3pt,Jump Shot,[],1630526,4.812746386333772,96.07843137254902,1610612760,57,52,2021-12-19T02:17:49Z,3170000,-230.0,-7.0,1,left,MISS J. Robinson-Earl 3PT,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,23.05,Missed,,,,,,,,,,,,,,,
323,PT11M39.00S,2021-12-19T02:17:48.6Z,3,REGULAR,rebound,defensive,[],1629611,,,1610612746,57,52,2021-12-19T02:17:49Z,3180000,,,0,,T. Mann REBOUND (Off:1 Def:4),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,322.0,5.0,4.0,1.0,,,,,,,
324,PT11M35.00S,2021-12-19T02:17:52.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,86.5473061760841,37.5,1610612746,57,52,2021-12-19T02:18:58Z,3190000,-62.0,74.0,1,right,MISS T. Mann 9' driving floating Shot,[1629611],1610612746.0,LAC,driving floating,,,Mann,T. Mann,,,,,,,,,9.69,Missed,,,,,,,,,,,,,,,
325,PT11M32.00S,2021-12-19T02:17:55.2Z,3,REGULAR,rebound,defensive,[],1630526,,,1610612760,57,52,2021-12-19T02:17:59Z,3200000,,,0,,J. Robinson-Earl REBOUND (Off:0 Def:3),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,324.0,3.0,3.0,0.0,,,,,,,
326,PT11M28.00S,2021-12-19T02:17:58.6Z,3,REGULAR,turnover,bad pass,[],1630581,,,1610612760,57,52,2021-12-19T02:18:02Z,3210000,,,0,,J. Giddey bad pass TURNOVER (2 TO),"[1630581, 1626159]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,2.0,Winslow,1626159.0,,,,,,,,,,,,,,,,,
327,PT11M28.00S,2021-12-19T02:17:58.6Z,3,REGULAR,steal,,[],1626159,,,1610612746,57,52,2021-12-19T02:18:00Z,3220000,,,0,,J. Winslow STEAL (1 STL),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT11M08.00S,2021-12-19T02:18:18.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202704,93.9060446780552,3.431372549019608,1610612746,57,52,2021-12-19T02:18:23Z,3230000,-233.0,5.0,1,right,MISS R. Jackson 3PT,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,23.28,Missed,,,,,,,,,,,,,,,
329,PT11M05.00S,2021-12-19T02:18:21.6Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,57,52,2021-12-19T02:18:23Z,3240000,,,0,,J. Giddey REBOUND (Off:1 Def:6),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,328.0,7.0,6.0,1.0,,,,,,,
330,PT11M01.00S,2021-12-19T02:18:25.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630526,6.389618922470433,50.98039215686274,1610612760,59,52,2021-12-19T02:18:32Z,3250000,-5.0,8.0,1,left,J. Robinson-Earl running DUNK (2 PTS) (J. Giddey 6 AST),"[1630526, 1630581]",1610612760.0,OKC,running,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,0.9,Made,2.0,J. Giddey,1630581.0,6.0,,,,,,,,,,,
332,PT10M40.00S,2021-12-19T02:18:46.5Z,3,REGULAR,3pt,Jump Shot,[],1628379,69.99014454664915,19.11764705882353,1610612746,59,52,2021-12-19T02:18:51Z,3270000,-154.0,230.0,1,right,MISS L. Kennard 27' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,27.67,Missed,,,,,,,,,,,,,,,
333,PT10M37.00S,2021-12-19T02:18:49.5Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,59,52,2021-12-19T02:18:51Z,3280000,,,0,,J. Giddey REBOUND (Off:1 Def:7),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,332.0,8.0,7.0,1.0,,,,,,,
334,PT10M29.00S,2021-12-19T02:18:58.1Z,3,REGULAR,3pt,Jump Shot,[],1629652,25.04927726675427,84.06862745098039,1610612760,59,52,2021-12-19T02:19:03Z,3290000,-170.0,183.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,25.0,Missed,,,,,,,,,,,,,,,
335,PT10M25.00S,2021-12-19T02:19:02.1Z,3,REGULAR,rebound,defensive,[],1628379,,,1610612746,59,52,2021-12-19T02:19:03Z,3300000,,,0,,L. Kennard REBOUND (Off:0 Def:5),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,334.0,5.0,5.0,0.0,,,,,,,
336,PT10M20.00S,2021-12-19T02:19:07.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,93.38042049934296,52.20588235294118,1610612746,59,54,2021-12-19T02:19:13Z,3310000,11.0,10.0,1,right,I. Zubac Layup (2 PTS) (T. Mann 2 AST),"[1627826, 1629611]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,1.47,Made,2.0,T. Mann,1629611.0,2.0,,,,,,,,,,,
338,PT09M56.00S,2021-12-19T02:19:31.7Z,3,REGULAR,3pt,Jump Shot,[],1628983,29.77989487516426,73.0392156862745,1610612760,59,54,2021-12-19T02:19:37Z,3330000,-115.0,227.0,1,left,MISS S. Gilgeous-Alexander 25' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,25.49,Missed,,,,,,,,,,,,,,,
339,PT09M52.00S,2021-12-19T02:19:35.7Z,3,REGULAR,rebound,defensive,[],1626159,,,1610612746,59,54,2021-12-19T02:19:37Z,3340000,,,0,,J. Winslow REBOUND (Off:3 Def:3),[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,338.0,6.0,3.0,3.0,,,,,,,
340,PT09M49.00S,2021-12-19T02:19:41.0Z,3,REGULAR,foul,personal,['2freethrow'],1629652,,,1610612746,59,54,2021-12-19T02:20:44Z,3350000,,,0,,L. Dort shooting personal FOUL (2 PF) (Mann 2 FT),"[1629652, 1629611]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,202058.0,,,,,,,,,,,,,,2.0,0.0,Mann,1629611.0,,,
342,PT09M49.00S,2021-12-19T02:20:10.9Z,3,REGULAR,freethrow,1 of 2,[],1629611,,,1610612746,59,54,2021-12-19T02:20:59Z,3370000,,,0,,MISS T. Mann Free Throw 1 of 2,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,Missed,,,,,,,,,,,,,,,
351,PT09M49.00S,2021-12-19T02:20:10.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,59,54,2021-12-19T02:20:59Z,3380000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,342.0,,,,,,,,,,
344,PT09M49.00S,2021-12-19T02:20:10.9Z,3,REGULAR,freethrow,2 of 2,[],1629611,,,1610612746,59,55,2021-12-19T02:20:40Z,3390000,,,0,,T. Mann Free Throw 2 of 2 (13 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
345,PT09M36.00S,2021-12-19T02:20:45.4Z,3,REGULAR,2pt,Jump Shot,[],1630581,7.7529566360052655,32.8201593137255,1610612760,59,55,2021-12-19T02:21:32Z,3400000,86.0,20.0,1,left,MISS J. Giddey 8' driving floating Shot,[1630581],1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,,,,,8.83,Missed,,,,,,,,,,,,,,,
346,PT09M34.00S,2021-12-19T02:20:47.4Z,3,REGULAR,rebound,defensive,[],1629611,,,1610612746,59,55,2021-12-19T02:20:49Z,3410000,,,0,,T. Mann REBOUND (Off:1 Def:5),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,345.0,6.0,5.0,1.0,,,,,,,
347,PT09M31.00S,2021-12-19T02:20:50.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,93.9060446780552,53.67647058823529,1610612746,59,55,2021-12-19T02:21:00Z,3420000,18.0,5.0,1,right,MISS T. Mann running Layup - blocked,"[1629611, 1630598]",1610612746.0,LAC,running,,,Mann,T. Mann,,,,,,,,,1.9,Missed,,,,,,,,,,,,,Wiggins,1630598.0,
348,PT09M31.00S,2021-12-19T02:20:50.5Z,3,REGULAR,block,,[],1630598,,,1610612746,59,55,2021-12-19T02:20:52Z,3430000,,,0,,A. Wiggins BLOCK (1 BLK),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT09M30.00S,2021-12-19T02:20:51.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,59,55,2021-12-19T02:21:00Z,3440000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,347.0,,,,,,,,,,
350,PT09M30.00S,2021-12-19T02:20:55.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,59,55,2021-12-19T02:20:55Z,3450000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT09M27.00S,2021-12-19T02:21:14.7Z,3,REGULAR,foul,personal,['2freethrow'],1630526,,,1610612746,59,55,2021-12-19T02:21:26Z,3460000,,,0,,J. Robinson-Earl shooting personal FOUL (3 PF) (Mann 2 FT),"[1630526, 1629611]",1610612760.0,OKC,shooting,,,Robinson-Earl,J. Robinson-Earl,,,,,202027.0,,,,,,,,,,,,,,3.0,0.0,Mann,1629611.0,,,
